p	(av_abs_m)	susceptibility	binder cumulant
0.07	0.887929	0.416397	0.665897
0.03	0.945223	0.135026	0.666444
0.11	0.788074	2.59527	0.661303
0.19	0.150451	10.9317	0.0952916
0.23	0.104775	5.39517	0.0551273
0.15	0.368414	35.6093	0.427704
0.27	0.080727	3.33334	0.0176218
0.31	0.0697474	2.42927	0.0544444
0.0714815	0.885338	0.442129	0.665844
0.0314815	0.943739	0.143055	0.66643
0.111481	0.783421	2.81065	0.6607
0.191481	0.151329	10.9574	0.0933942
0.151481	0.352945	34.6243	0.414608
0.231481	0.103061	5.30262	0.0235485
0.271481	0.0824781	3.39405	0.0363696
0.311481	0.0707533	2.48861	0.0385288
0.032963	0.941196	0.150231	0.666417
0.072963	0.882752	0.443658	0.665834
0.112963	0.777601	2.99933	0.660238
0.152963	0.330489	32.4219	0.383782
0.192963	0.146991	10.5846	0.0800777
0.232963	0.101359	5.08143	0.04317
0.272963	0.0816081	3.26368	0.0580066
0.312963	0.068807	2.46397	-0.00367303
0.0344444	0.93979	0.155257	0.666408
0.0744444	0.880455	0.466647	0.665788
0.114444	0.768409	4.09081	0.658681
0.194444	0.146353	9.99198	0.112663
0.154444	0.320523	32.7169	0.364329
0.234444	0.0988074	5.0753	0.0149385
0.274444	0.0801948	3.24853	0.027019
0.314444	0.068933	2.45395	0.0218738
0.0759259	0.877135	0.496097	0.66573
0.0359259	0.937803	0.161651	0.666396
0.115926	0.762028	4.52383	0.657827
0.195926	0.141717	9.54492	0.0909884
0.155926	0.30668	31.0405	0.350657
0.235926	0.100851	5.0635	0.0454556
0.275926	0.0787163	3.17056	0.00735871
0.315926	0.0683281	2.31615	0.032493
0.0774074	0.874479	0.512455	0.665692
0.0374074	0.935952	0.167781	0.666384
0.197407	0.13894	9.36369	0.0764627
0.117407	0.754073	4.9838	0.65652
0.237407	0.0982789	4.85384	0.05075
0.157407	0.294102	28.7492	0.336579
0.277407	0.0793463	3.05594	0.0314826
0.317407	0.0673352	2.32836	0.0181191
0.0788889	0.871712	0.586007	0.66555
0.0388889	0.93406	0.177159	0.666368
0.118889	0.745206	5.96832	0.654848
0.198889	0.13704	9.05273	0.0766307
0.238889	0.0964296	4.62949	0.032138
0.158889	0.286142	27.7745	0.329083
0.278889	0.0791637	3.17085	0.0334512
0.318889	0.0677104	2.31318	0.0185958
0.0803704	0.869312	0.584424	0.665549
0.0403704	0.932296	0.182792	0.666357
0.12037	0.735467	6.90128	0.652842
0.20037	0.134247	8.74169	0.0826914
0.24037	0.096283	4.69094	0.0253242
0.16037	0.269095	26.116	0.305037
0.28037	0.0775944	3.01128	0.0401251
0.32037	0.0671774	2.29394	0.0222602
0.0818519	0.865655	0.607536	0.665492
0.0418519	0.93029	0.188047	0.666347
0.201852	0.132071	8.44384	0.0782714
0.121852	0.727985	7.62896	0.651551
0.241852	0.0953326	4.44068	0.0521595
0.161852	0.255833	24.8646	0.273389
0.0833333	0.863129	0.627367	0.665449
0.281852	0.0780367	3.08887	0.0213597
0.321852	0.0664293	2.27072	-0.00279003
0.0433333	0.928176	0.203598	0.666319
0.203333	0.130936	8.47987	0.0699343
0.123333	0.717131	8.71039	0.649142
0.243333	0.0941081	4.64511	0.0158999
0.163333	0.248577	23.7633	0.267277
0.0848148	0.859866	0.681559	0.665333
0.283333	0.0757985	2.97537	0.00319452
0.323333	0.0658507	2.23728	0.0158092
0.0448148	0.926111	0.203363	0.666318
0.204815	0.128296	7.89175	0.0760057
0.124815	0.699281	12.0156	0.643478
0.244815	0.0932756	4.31576	0.0403759
0.164815	0.239151	22.1893	0.258555
0.0862963	0.85661	0.718827	0.665255
0.284815	0.0772585	2.99888	0.0244917
0.0462963	0.924196	0.217466	0.666292
0.324815	0.0654426	2.17067	0.0253336
0.206296	0.125859	7.76887	0.0491841
0.126296	0.68762	13.6987	0.640011
0.246296	0.0926956	4.40686	0.0101282
0.166296	0.234452	21.613	0.24339
0.0877778	0.854074	0.737958	0.665209
0.0477778	0.922214	0.221529	0.666283
0.286296	0.0768541	2.94169	0.0381975
0.326296	0.0669233	2.29402	-0.00383444
0.127778	0.674426	14.4355	0.636332
0.207778	0.123354	7.41198	0.0742914
0.247778	0.0916122	4.19444	0.0424342
0.167778	0.227573	21.6286	0.227744
0.0892593	0.85031	0.816457	0.665044
0.0492593	0.920404	0.237182	0.666255
0.287778	0.0757304	2.90686	0.0195508
0.327778	0.0663319	2.21571	0.0314984
0.129259	0.657978	17.9388	0.629943
0.209259	0.122181	7.50867	0.0548222
0.249259	0.0922274	4.24112	0.0231372
0.169259	0.218603	19.9018	0.213123
0.0907407	0.847045	0.85597	0.66496
0.0507407	0.918416	0.249635	0.666233
0.289259	0.0749711	2.88761	0.0232099
0.329259	0.0655004	2.13032	0.0287496
0.130741	0.642167	19.1824	0.624714
0.210741	0.121364	7.0887	0.072008
0.250741	0.0911085	4.17562	0.0402308
0.0922222	0.842801	0.872511	0.664909
0.170741	0.210262	18.5794	0.20679
0.0522222	0.915826	0.250108	0.666229
0.290741	0.0750974	2.77472	0.0462016
0.330741	0.0636607	2.11376	-0.0252842
0.132222	0.622653	22.2602	0.617089
0.212222	0.121829	7.13609	0.0676052
0.252222	0.0912156	4.19556	0.014418
0.0937037	0.839812	0.960302	0.664728
0.172222	0.20314	18.2453	0.172932
0.0537037	0.914173	0.258498	0.666212
0.292222	0.0735611	2.79158	0.0189739
0.213704	0.12072	6.94445	0.0834084
