p	(av_abs_m)	susceptibility	binder cumulant
0.03	0.0927798	7.49604	0.0393933
0.11	0.0607685	3.34172	-0.00348173
0.15	0.0524192	2.41368	0.0409248
0.07	0.0720827	4.65639	0.0138586
0.27	0.0393756	1.40961	0.00607798
0.31	0.0366069	1.25283	-0.0386363
0.19	0.0469173	2.05037	-0.0164516
0.23	0.0432502	1.69959	0.00250586
0.0314815	0.0927127	7.50832	0.0438913
0.111481	0.0598348	3.22812	0.0104388
0.151481	0.0526237	2.44092	0.024403
0.271481	0.0404715	1.46207	0.0431062
0.0714815	0.0720325	4.66728	0.0102092
0.191481	0.0466423	1.95399	0.0157607
0.231481	0.0431565	1.73016	0.00898114
0.311481	0.0373535	1.27545	0.00370319
0.032963	0.089876	7.20908	0.033811
0.112963	0.0597796	3.17055	0.0427872
0.152963	0.0525175	2.47153	0.0314764
0.272963	0.0397625	1.39169	0.00307496
0.072963	0.0712742	4.55492	-0.00125456
0.312963	0.0373842	1.23863	0.0316122
0.192963	0.046705	2.0376	-0.0147574
0.232963	0.0429271	1.67174	-0.0203006
0.0344444	0.0891048	7.01292	0.0247599
0.114444	0.0591171	3.1347	-0.0113015
0.154444	0.051899	2.51258	-0.0124365
0.274444	0.038966	1.41805	-0.0197454
0.0744444	0.0713013	4.42136	0.030268
0.314444	0.0364735	1.21893	-0.000938241
0.194444	0.0468227	1.98328	0.028208
0.234444	0.0424727	1.66212	0.0020019
0.0359259	0.0903402	7.03741	0.0600655
0.115926	0.0584848	2.99209	0.0443727
0.155926	0.0517575	2.41483	0.026629
0.275926	0.0394452	1.41543	0.0135056
0.0759259	0.0687758	4.37425	-0.0139622
0.315926	0.0371437	1.24471	-0.0161238
0.195926	0.0467504	2.06206	-0.044107
0.235926	0.0422656	1.67516	-0.0170124
0.0374074	0.0874525	7.09378	0.0244968
0.117407	0.0586106	3.11552	0.000784322
0.157407	0.0510394	2.40986	0.00109187
0.277407	0.0390431	1.35942	0.0397916
0.0774074	0.069919	4.39208	0.0320847
0.317407	0.0375169	1.26877	0.0128211
0.197407	0.0457271	1.89055	0.0133321
0.237407	0.0422967	1.6195	0.0275966
0.0388889	0.0880648	6.71819	0.046148
0.118889	0.0581508	3.12701	0.0033979
0.158889	0.0519783	2.4169	0.0289376
0.278889	0.0392735	1.45938	-0.0121321
0.0788889	0.069706	4.29875	0.0473926
0.318889	0.0364785	1.22316	-0.00227368
0.198889	0.0455973	1.8992	0.00341816
0.238889	0.0424075	1.61929	0.00980871
0.0403704	0.088021	6.91295	0.0462935
0.12037	0.0590881	3.0521	0.0326209
0.16037	0.0514362	2.45376	-0.0147266
0.28037	0.039679	1.39364	0.0175472
0.0803704	0.0683348	4.17315	0.0450121
0.32037	0.0365048	1.22212	0.00551706
0.20037	0.0467654	1.95053	0.0279504
0.24037	0.0427817	1.66941	0.0126806
0.0418519	0.0866575	6.51202	0.0471804
0.121852	0.0575785	3.01804	0.0154516
0.161852	0.0504092	2.32422	0.0222187
0.281852	0.0392254	1.40819	0.019116
0.321852	0.0366271	1.18065	0.0211138
0.0818519	0.0677027	4.09533	0.0310035
0.201852	0.0467412	1.91871	0.047697
0.241852	0.0412494	1.5736	-0.0192358
0.0433333	0.0855346	6.59809	0.0245453
0.123333	0.0572123	3.00321	0.0152012
0.163333	0.0499721	2.29975	-0.00884503
0.283333	0.0393646	1.38281	0.0251301
0.323333	0.0363508	1.23373	-0.0300847
0.0833333	0.0674154	4.03492	0.0367758
0.203333	0.0454992	1.9387	-0.0318409
0.243333	0.0417992	1.59913	0.0219357
0.0448148	0.082954	6.22139	0.0292749
0.124815	0.0572769	2.91259	0.0235552
0.164815	0.0504777	2.27176	0.0208425
0.284815	0.0389558	1.39035	0.00339269
0.324815	0.0363927	1.18734	0.026941
0.0848148	0.0681621	4.04418	0.0403577
0.204815	0.0462852	1.97594	-0.00132799
0.244815	0.041796	1.62016	-0.0117837
0.0462963	0.0837846	6.27194	0.0458105
0.126296	0.0577379	3.02848	0.0171172
0.166296	0.0498692	2.29722	-0.017505
0.286296	0.0389675	1.35278	0.0176931
0.326296	0.0364767	1.18196	0.00918672
0.0862963	0.0660671	3.94167	0.0249598
0.206296	0.0458287	1.89601	0.0190621
0.246296	0.0418627	1.61411	-0.0219296
0.0477778	0.0822819	6.00456	0.0360875
0.127778	0.0573183	2.87624	0.0659647
0.167778	0.0507317	2.27189	0.0301547
0.287778	0.0388077	1.38483	0.0129726
0.327778	0.0362798	1.21053	-0.00948783
0.0877778	0.0665075	4.00906	0.0139047
0.207778	0.0458594	1.88388	0.0210566
0.247778	0.0417383	1.55586	0.0117748
0.0492593	0.0800002	5.6629	0.0282752
0.129259	0.056659	2.93768	-0.0439662
0.169259	0.0501927	2.21067	0.0333414
0.289259	0.0391637	1.41097	0.0184131
0.329259	0.0362558	1.19652	-0.0024707
0.0892593	0.0655806	3.9403	0.0179877
0.209259	0.0449387	1.84662	0.00415151
0.249259	0.0410173	1.57885	-0.0140701
0.0507407	0.0805083	5.8629	0.00971017
0.130741	0.0556117	2.81994	-0.0202772
0.170741	0.0503279	2.28429	0.0329561
0.290741	0.0380981	1.33288	-0.0024923
0.330741	0.03601	1.20424	-0.0159424
0.0907407	0.0651621	3.84987	0.0164063
0.210741	0.0450869	1.83671	0.0163231
0.250741	0.0413183	1.53466	0.0208876
0.0522222	0.0800419	5.78016	0.0263715
0.132222	0.055055	2.78482	-0.00912652
0.172222	0.0492133	2.21749	0.0209744
0.292222	0.0382975	1.32695	0.0138875
0.332222	0.0360885	1.19632	0.00840536
0.0922222	0.065615	3.89408	0.0193487
