p	(av_abs_m)	susceptibility	binder cumulant
0.03	0.84951	0.810294	0.666075
0.114	0.134436	23.3543	0.120789
0.198	0.054263	4.25836	-0.0166372
0.282	0.0388562	2.17464	0.00311998
0.366	0.0317323	1.44678	-0.023293
0.032625	0.843977	0.926952	0.665984
0.116625	0.126897	20.6017	0.109138
0.200625	0.0552064	4.40463	-0.0330217
0.284625	0.0387421	2.1233	-0.0169835
0.368625	0.0317045	1.39205	0.0526828
0.03525	0.838223	1.00844	0.665914
0.11925	0.119455	18.9664	0.0593235
0.20325	0.0545762	4.29869	-0.0129945
0.28725	0.0390138	2.10455	0.0180001
0.37125	0.031271	1.43698	-0.00374355
0.037875	0.831491	1.07012	0.665852
0.121875	0.112388	17.2745	0.0645677
0.205875	0.053384	4.08965	-0.0320561
0.289875	0.0383466	2.13407	0.00277272
0.373875	0.0310686	1.41805	-0.00277121
0.0405	0.824099	1.33092	0.66565
0.1245	0.110113	16.4858	0.0601835
0.2085	0.0529672	3.88171	0.0144496
0.2925	0.0383131	2.10446	-0.00851962
0.3765	0.031611	1.43576	0.0329209
0.043125	0.816961	1.4621	0.66553
0.127125	0.104121	15.0246	0.0319177
0.211125	0.0521456	3.76255	0.0482456
0.295125	0.0378464	2.09627	-0.0128097
0.379125	0.0307645	1.39003	-0.0345046
0.04575	0.809748	1.69485	0.665333
0.12975	0.0990925	13.7235	0.0465566
0.21375	0.0504058	3.60936	0.0235806
0.29775	0.0380056	2.01466	0.0488708
0.38175	0.0306259	1.32886	0.0206137
0.048375	0.801023	2.14033	0.664966
0.132375	0.0949954	12.8907	0.0180257
0.216375	0.052047	3.72386	0.0317483
0.300375	0.0375894	2.0575	-0.0251264
0.384375	0.0304819	1.31551	0.00645075
0.051	0.791666	2.46445	0.664681
0.135	0.0922112	12.0981	0.00448942
0.219	0.0500301	3.65063	0.0107934
0.303	0.03708	1.95806	-0.0145712
0.387	0.0304155	1.3592	-0.0184989
0.053625	0.782738	2.62479	0.664485
0.137625	0.089527	11.2825	0.0246101
0.221625	0.049196	3.37993	0.0169318
0.305625	0.0369131	1.93393	-0.0180415
0.389625	0.0302776	1.29856	0.0055858
0.05625	0.77088	3.61763	0.66365
0.14025	0.0875915	10.384	0.0456146
0.22425	0.0490562	3.41572	0.0226032
0.30825	0.0371093	1.95592	-0.0312109
0.058875	0.759852	4.11688	0.663107
0.39225	0.0298808	1.27324	-0.00814167
0.142875	0.085389	10.1956	0.0332303
0.226875	0.0482917	3.33801	-1.64152e-05
0.0615	0.73979	12.5292	0.659021
0.310875	0.036015	1.80697	0.00939724
0.394875	0.0299296	1.32993	-0.0143548
0.1455	0.0807774	9.62991	-0.00842968
0.2295	0.0475045	3.22357	0.0251052
0.064125	0.726999	10.9713	0.658523
0.3135	0.035791	1.82418	-0.02589
0.3975	0.0302998	1.3462	0.00164662
0.148125	0.081676	9.21039	0.0330175
0.232125	0.0472912	3.11393	0.0299143
0.06675	0.707322	14.1863	0.65569
0.316125	0.0353427	1.75498	-0.000238215
0.400125	0.0298344	1.29525	-0.00842514
0.15075	0.0785656	8.6522	0.0131907
0.23475	0.047276	3.18321	0.0158768
0.069375	0.687241	17.1488	0.652559
0.31875	0.0354552	1.75627	0.0200437
0.40275	0.0291838	1.2382	-0.00831192
0.153375	0.0762269	8.39753	-0.0297568
0.072	0.650519	31.1338	0.641697
0.237375	0.045892	3.02705	0.00468929
0.321375	0.0354504	1.77524	0.0221232
0.405375	0.029923	1.29416	-0.00209666
0.156	0.0750672	7.8532	0.0269084
0.074625	0.604424	46.2764	0.624829
0.24	0.0461808	2.84708	0.0529928
0.324	0.0353635	1.71604	0.0293523
0.158625	0.073284	7.39507	0.0193838
0.408	0.0297478	1.25051	0.0142271
0.07725	0.548115	70.5571	0.596122
0.242625	0.0451014	2.91819	-0.00976634
0.16125	0.0699306	6.61728	0.0557436
0.326625	0.0351544	1.72154	-0.00256953
0.410625	0.0300315	1.32465	-0.0124692
0.079875	0.501323	73.9571	0.572466
0.24525	0.0451611	2.91244	0.000505599
0.163875	0.0695158	7.01587	-0.0204587
0.32925	0.0350192	1.66742	0.0495702
0.41325	0.029521	1.24895	0.0191836
0.0825	0.444346	86.8281	0.53067
0.247875	0.0437742	2.68573	-0.0101569
0.1665	0.0669411	6.19136	0.0371573
0.331875	0.0343443	1.65188	0.0249321
0.415875	0.0291022	1.23662	-0.00649501
0.085125	0.368773	91.2783	0.452209
0.2505	0.0440594	2.81581	-0.0143196
0.169125	0.0675683	6.43576	-0.00554685
0.3345	0.0346438	1.75864	-0.0169169
0.4185	0.0286904	1.17357	0.0334985
0.08775	0.339541	82.7521	0.429314
0.253125	0.04302	2.65477	-0.0121188
0.17175	0.0648795	6.05033	0.00362122
0.337125	0.0339779	1.61029	0.0094319
0.421125	0.0291832	1.16395	0.0451465
0.090375	0.290792	73.4386	0.364105
0.25575	0.0424541	2.57495	0.0034681
0.174375	0.0652797	5.86955	0.03358
0.33975	0.0333115	1.61272	-0.0171799
0.42375	0.0285936	1.17932	-0.0125907
0.093	0.255628	64.8474	0.305577
0.258375	0.0423203	2.56845	-0.019375
0.177	0.0622746	5.49907	0.0042563
0.342375	0.0332571	1.56694	-0.0202496
0.095625	0.221152	58.4449	0.210852
0.426375	0.0283349	1.20893	-0.0944362
0.261	0.0422259	2.56179	-0.0119795
0.179625	0.0610461	5.21624	0.0194943
0.09825	0.208245	48.6898	0.231804
0.345	0.0336674	1.65196	-0.0017484
0.429	0.0283014	1.15157	-0.00807201
0.263625	0.0421246	2.46735	0.0199389
0.18225	0.0607341	5.32706	0.00342628
0.100875	0.190497	42.6817	0.2026
0.347625	0.0333072	1.59169	0.00590617
0.431625	0.0280835	1.08186	0.0313154
0.26625	0.0415152	2.47962	0.0155657
0.184875	0.060869	5.19753	0.0156352
0.1035	0.170001	36.9342	0.148073
0.35025	0.032628	1.52342	-0.0172918
0.43425	0.027969	1.12135	-0.0024627
0.268875	0.0408914	2.40022	0.00964324
0.1875	0.0592534	4.89014	0.0215076
0.106125	0.157303	33.0724	0.0929732
0.352875	0.0327949	1.58044	-0.00905507
0.436875	0.0280235	1.10142	0.0413653
0.2715	0.0416435	2.54472	-0.0140279
0.190125	0.0576192	4.67504	0.0236619
0.10875	0.145966	28.3162	0.110079
0.3555	0.0326869	1.51896	0.00968781
0.4395	0.0278282	1.08281	0.0327532
0.274125	0.0408923	2.35623	0.00413098
0.19275	0.0575098	4.5184	0.0419872
0.111375	0.137666	24.9575	0.0929641
0.358125	0.0329403	1.55065	0.000880059
0.442125	0.0274859	1.08809	0.0131258
0.27675	0.0399718	2.39457	-0.0382698
0.195375	0.0573283	4.63644	0.0202635
0.36075	0.032049	1.46372	-0.0489687
0.44475	0.0273142	1.07265	0.0275322
0.279375	0.0396446	2.28548	0.00167521
0.363375	0.031997	1.47561	-0.0100961
0.447375	0.0272211	0.985594	0.0611379
