p	(av_abs_m)	susceptibility	binder cumulant
0.03	0.888863	0.42436	0.666521
0.06625	0.809232	1.72432	0.665962
0.1025	0.361632	150.096	0.475674
0.13875	0.0841144	19.7968	0.0126077
0.175	0.0523985	7.56903	0.0309676
0.2475	0.0330787	3.07158	-0.0305188
0.21125	0.0407849	4.65907	0.0128244
0.28375	0.0289609	2.37587	0.0143875
0.0318125	0.885843	0.417254	0.666522
0.0680625	0.803692	1.92472	0.665873
0.104313	0.322612	152.212	0.42496
0.140563	0.0815394	18.2285	0.0282944
0.176813	0.0510797	7.56369	-0.00835194
0.249313	0.0338195	3.1246	0.0284381
0.213063	0.0398548	4.491	-0.0161029
0.285563	0.0290385	2.3956	-0.0157977
0.033625	0.883101	0.447129	0.666511
0.069875	0.797607	2.06584	0.665799
0.106125	0.264184	129.944	0.330909
0.142375	0.0802812	17.4002	0.0314439
0.178625	0.0506156	7.36008	-0.0404219
0.251125	0.0331597	3.05037	0.00445946
0.214875	0.0394319	4.33485	-0.0272379
0.287375	0.0291434	2.41357	-0.0050476
0.0354375	0.879498	0.489937	0.666495
0.0716875	0.790528	2.49817	0.665606
0.107938	0.248837	121.572	0.314872
0.144188	0.0758799	15.9204	0.0411926
0.180438	0.0493414	7.01131	-0.0386064
0.252938	0.033013	3.13655	-0.0224835
0.216688	0.0384686	4.03251	0.0369066
0.289188	0.0288332	2.33174	-0.0164148
0.03725	0.876424	0.517822	0.666484
0.0735	0.783472	2.78029	0.665467
0.10975	0.203645	95.457	0.213911
0.146	0.0737893	15.2884	0.0153908
0.18225	0.0489405	6.70312	0.00835801
0.25475	0.0332697	3.06268	0.0236746
0.2185	0.0392737	4.09764	0.0469937
0.291	0.0288499	2.3208	-0.00242584
0.0390625	0.872994	0.533941	0.666477
0.0753125	0.776426	2.9943	0.665352
0.111563	0.196031	84.3418	0.227888
0.147813	0.0730286	14.6348	0.0402233
0.256563	0.0325382	2.98659	-0.00225749
0.184063	0.0482267	6.58596	0.00794101
0.220313	0.0386615	4.1835	-0.0287781
0.292813	0.0283869	2.24219	-0.00277462
0.040875	0.869667	0.560632	0.666466
0.077125	0.767325	4.00216	0.664891
0.113375	0.172498	71.6428	0.17729
0.149625	0.0698831	13.4535	0.0134088
0.258375	0.0326293	2.91254	0.0383879
0.185875	0.0482483	6.57873	-0.0180722
0.222125	0.0381091	4.09645	0.0140104
0.294625	0.0280646	2.21686	0.000576891
0.0426875	0.866304	0.609145	0.666447
0.0789375	0.758986	4.9065	0.664492
0.115188	0.157748	62.3899	0.140042
0.151438	0.0688169	13.5335	-0.00847036
0.187688	0.0476659	6.26152	0.0265352
0.260188	0.0322437	2.87518	-0.0027258
0.223938	0.03756	3.8827	0.0165959
0.296438	0.0281855	2.27006	-0.0420494
0.0445	0.862231	0.64233	0.666433
0.08075	0.748717	5.45375	0.664168
0.117	0.15686	59.726	0.153127
0.15325	0.068358	12.5825	0.0273698
0.1895	0.0468153	6.13004	0.0113022
0.262	0.0323337	2.90064	0.00351634
0.22575	0.0369471	3.9133	-0.0486267
0.29825	0.0278425	2.16119	0.0127779
0.0463125	0.858929	0.698473	0.66641
0.0825625	0.738798	6.42318	0.66366
0.118813	0.13571	47.7032	0.108714
0.155063	0.0658361	12.1394	0.0229038
0.191313	0.0462848	5.79539	0.0161396
0.263813	0.0309784	2.7249	-0.032397
0.227563	0.0373867	3.93794	-0.0247663
0.300063	0.0281067	2.21539	0.00867795
0.048125	0.855236	0.744805	0.666391
0.084375	0.723939	9.28144	0.662299
0.120625	0.126865	40.3918	0.106583
0.156875	0.0645267	11.8029	0.00170542
0.193125	0.0450646	5.66051	0.00210568
0.265625	0.031003	2.77304	-0.0174388
0.229375	0.0366982	3.66353	0.00666396
0.301875	0.0276203	2.14688	-0.00933143
0.0499375	0.85141	0.789418	0.666372
0.0861875	0.710778	11.6248	0.661067
0.122438	0.123149	39.4132	0.0727867
0.158688	0.0625969	10.6203	0.0386776
0.194938	0.045174	5.58671	0.0364595
0.267438	0.0315412	2.69993	0.0233834
0.231188	0.0363965	3.65136	0.0200163
0.303687	0.02793	2.15929	0.0259274
0.05175	0.847426	0.825502	0.666356
0.088	0.693718	18.5421	0.65839
0.12425	0.116244	35.0903	0.082031
0.1605	0.0615284	10.1851	0.0234742
0.19675	0.0440903	5.47503	0.0088065
0.26925	0.0313034	2.66321	0.0254499
0.233	0.0362899	3.73628	-0.012447
0.3055	0.0273854	2.13881	-0.0104518
0.0535625	0.84318	0.930719	0.666313
0.0898125	0.680826	17.2995	0.657908
0.126063	0.108973	32.0786	0.0563993
0.162313	0.0601422	9.86463	0.0355834
0.198563	0.0441615	5.51291	-0.0184021
0.271063	0.0306566	2.61408	0.0160761
0.234813	0.0358545	3.57394	-0.00405386
0.307313	0.0271883	2.02987	0.0237282
0.055375	0.838837	0.974846	0.666292
0.091625	0.646843	40.1963	0.648378
0.127875	0.10306	26.9664	0.106621
0.164125	0.0590603	9.45554	0.0123618
0.200375	0.043309	5.19577	0.0310827
0.272875	0.030499	2.6705	-0.00644746
0.236625	0.0354944	3.57372	-0.0192374
0.309125	0.0271294	2.0245	0.000597888
0.0571875	0.834772	1.06533	0.666254
0.0934375	0.617303	58.4331	0.639248
0.129688	0.1015	27.2365	0.0630007
0.165938	0.0571884	9.12731	-0.00174484
0.202188	0.0425098	5.05151	-0.00913068
0.274688	0.0298032	2.53811	0.00475414
0.238438	0.0355065	3.45484	0.0280771
0.310938	0.0269409	2.02766	-0.0110546
0.059	0.829784	1.19276	0.6662
0.09525	0.571012	90.3892	0.620867
0.1315	0.0967258	25.4524	0.0264886
0.16775	0.0556615	8.9218	-0.0105491
0.204	0.0423288	5.00047	0.000962106
0.2765	0.0300767	2.54605	-0.00336333
0.24025	0.0350254	3.41701	-0.00570946
0.31275	0.026794	2.03377	0.00250931
