p	(av_abs_m)	susceptibility	binder cumulant
0.03	0.190241	7.18684	0.147689
0.11	0.119833	3.18853	0.0549038
0.15	0.104095	2.40148	0.0159427
0.27	0.0795558	1.45313	0.00904609
0.07	0.143355	4.39945	0.0778366
0.23	0.0862317	1.62453	0.0235251
0.31	0.0749375	1.26881	0.0335174
0.19	0.095055	1.99814	0.0453342
0.0314815	0.187157	7.17175	0.133135
0.151481	0.105438	2.42186	0.0584847
0.111481	0.122667	3.29059	0.0564514
0.0714815	0.145058	4.37597	0.0947009
0.271481	0.0798683	1.44604	0.0119905
0.231481	0.0854367	1.59511	0.0410953
0.311481	0.0745133	1.26783	0.00785339
0.191481	0.0931175	2.04911	-0.0054882
0.032963	0.185993	6.91865	0.147109
0.152963	0.10555	2.49254	0.0307381
0.112963	0.120507	3.20731	0.0316421
0.072963	0.146631	4.54601	0.0838965
0.272963	0.0803483	1.43729	0.00872123
0.232963	0.0863617	1.68166	0.022428
0.312963	0.0755517	1.27237	0.0382253
0.192963	0.0920342	1.88169	0.0339459
0.0344444	0.184715	6.96395	0.138881
0.154444	0.106322	2.48305	0.0512664
0.114444	0.120287	3.2099	0.0457143
0.0744444	0.143396	4.37304	0.0858528
0.274444	0.07893	1.40437	0.0318682
0.234444	0.0860125	1.70242	0.0116973
0.314444	0.0739375	1.26656	0.000164014
0.194444	0.0959783	2.00998	0.0503911
0.0359259	0.181557	6.56184	0.143129
0.155926	0.105527	2.51138	0.0258111
0.115926	0.120587	3.19023	0.0563219
0.0759259	0.140421	4.17789	0.0849916
0.275926	0.0795158	1.40856	0.0148739
0.235926	0.08664	1.68723	0.0327773
0.315926	0.0740942	1.23454	0.0286824
0.195926	0.0924142	1.92515	0.0229315
0.0374074	0.175867	6.4935	0.124742
0.157407	0.102967	2.36863	0.0380393
0.117407	0.117812	3.15263	0.0330534
0.0774074	0.139987	4.29044	0.0729539
0.277407	0.079165	1.41148	0.0267878
0.237407	0.0849725	1.6502	0.0120403
0.317407	0.0745583	1.21163	0.0433887
0.197407	0.0930233	1.92333	0.0555779
0.0388889	0.176992	6.49467	0.128041
0.158889	0.104645	2.40575	0.0439371
0.118889	0.118301	3.1241	0.0498608
0.0788889	0.138657	4.23222	0.0585481
0.238889	0.0828892	1.59078	-0.00485935
0.278889	0.0762867	1.33575	0.00161895
0.318889	0.072865	1.20216	0.0106243
0.198889	0.0911917	1.85276	0.0558986
0.0403704	0.175447	6.39742	0.11799
0.16037	0.104113	2.41042	0.0264852
0.12037	0.116947	2.97229	0.0697499
0.0803704	0.137869	4.0341	0.102384
0.24037	0.0836867	1.55547	0.0192742
0.28037	0.0780617	1.41701	-0.0178969
0.32037	0.07386	1.24543	0.0170815
0.20037	0.093345	1.92965	0.0373831
0.0418519	0.173607	6.31242	0.117497
0.161852	0.103123	2.39857	0.043667
0.121852	0.118013	3.02818	0.0553647
0.0818519	0.13879	4.0193	0.0966886
0.241852	0.0845417	1.60047	0.01393
0.281852	0.0781725	1.38925	0.0239957
0.321852	0.0723875	1.19509	0.0121628
0.201852	0.0917183	1.92716	-0.00723199
0.0433333	0.169415	5.9514	0.113434
0.163333	0.102812	2.30335	0.0567978
0.123333	0.116493	2.97943	0.0419596
0.0833333	0.136853	4.01099	0.0753774
0.243333	0.0839667	1.58568	0.0270541
0.283333	0.0781067	1.35239	0.0159701
0.323333	0.0715833	1.17895	0.00749508
0.203333	0.0918658	1.93117	0.0246698
0.0448148	0.169178	6.01607	0.120172
0.164815	0.101272	2.28437	0.0135682
0.124815	0.11496	2.86596	0.0576033
