p	(av_abs_m)	susceptibility	binder cumulant
0.03	0.919118	0.243626	0.666513
0.114	0.587185	52.9122	0.616965
0.198	0.0692158	6.93912	0.0166443
0.282	0.0443864	2.6653	0.0557324
0.366	0.0338248	1.66586	-0.0137576
0.032625	0.91601	0.24522	0.666511
0.116625	0.539741	71.4435	0.592168
0.200625	0.0680605	6.2882	0.0677561
0.284625	0.0421773	2.61215	-0.0315554
0.368625	0.0332131	1.61531	-0.0096763
0.03525	0.912079	0.265231	0.666497
0.11925	0.470798	85.4225	0.549914
0.20325	0.0676902	6.55484	0.010934
0.28725	0.0428346	2.56758	0.0205049
0.37125	0.0331146	1.6029	-0.0018922
0.037875	0.908046	0.283919	0.666484
0.121875	0.418437	86.5134	0.509323
0.205875	0.0663494	6.19217	0.0204886
0.289875	0.0428418	2.61829	-0.00520101
0.373875	0.0335794	1.55352	0.0380009
0.0405	0.904191	0.297917	0.666473
0.1245	0.341793	90.8297	0.413094
0.2085	0.064684	6.03377	0.011397
0.2925	0.0420075	2.48562	0.00290652
0.3765	0.0338418	1.62086	0.0291339
0.043125	0.900173	0.327606	0.666452
0.127125	0.314289	81.1849	0.388026
0.211125	0.0640566	5.71871	0.0260724
0.295125	0.0415054	2.45517	-0.00297052
0.379125	0.0329582	1.52637	0.00186289
0.04575	0.89599	0.351278	0.666434
0.12975	0.270885	70.534	0.331064
0.21375	0.0622341	5.51096	0.0112933
0.29775	0.0415672	2.48702	0.00829306
0.38175	0.0325597	1.49247	0.0317244
0.048375	0.891724	0.373203	0.666417
0.132375	0.224361	58.398	0.220491
0.216375	0.0611362	5.20528	0.0485787
0.300375	0.0417606	2.44426	-0.0018299
0.384375	0.031985	1.45838	0.00955578
0.051	0.887772	0.417822	0.666385
0.135	0.208988	49.5659	0.23856
0.219	0.0597325	5.10464	0.0228943
0.303	0.0403931	2.35035	-0.00381924
0.053625	0.883314	0.44506	0.666364
0.387	0.0321826	1.54597	-0.0464569
0.137625	0.191093	44.7906	0.179498
0.221625	0.059009	4.94458	0.0237835
0.305625	0.0399362	2.17424	0.0541523
0.05625	0.878406	0.490792	0.666329
0.389625	0.031605	1.41969	0.0264163
0.14025	0.175171	37.6652	0.17559
0.22425	0.0581174	4.76426	0.0241141
0.058875	0.87344	0.547572	0.666287
0.30825	0.0400166	2.31532	-0.0152032
0.39225	0.0312334	1.4045	0.0166234
0.142875	0.158258	31.525	0.148386
0.226875	0.056775	4.6178	-0.016687
0.0615	0.86861	0.581035	0.66626
0.310875	0.0396176	2.20624	0.0199686
0.394875	0.0321395	1.41613	0.0491398
0.1455	0.149611	29.0288	0.128475
0.2295	0.0566435	4.59716	0.00244214
0.064125	0.86312	0.599683	0.66624
0.3135	0.039416	2.23312	-0.00974655
0.3975	0.0315429	1.37051	0.0348441
0.148125	0.14009	25.6698	0.109835
0.232125	0.0550544	4.26002	0.0233592
0.06675	0.85743	0.694787	0.666167
0.316125	0.038945	2.10477	0.0277803
0.400125	0.0309517	1.39888	-0.0412949
0.15075	0.130867	23.3794	0.0740027
