p	(av_abs_m)	susceptibility	binder cumulant
0.03	0.791912	2.29255	0.66479
0.114	0.0962245	12.8108	0.0341563
0.198	0.0513395	3.61511	0.0232596
0.282	0.0370075	1.93406	0.0263807
0.366	0.0309854	1.38148	0.0113553
0.032625	0.782936	2.61467	0.664485
0.116625	0.090605	11.8028	0.0208456
0.200625	0.0495496	3.55642	-0.00881193
0.284625	0.0377968	1.96225	0.0459193
0.368625	0.0311539	1.35463	0.0445932
0.03525	0.77067	3.54815	0.663706
0.11925	0.090505	11.3924	0.0182378
0.20325	0.0494982	3.41991	0.0221361
0.28725	0.0370384	1.90352	0.0377448
0.37125	0.0311029	1.3516	0.0192483
0.037875	0.758726	4.68515	0.662701
0.121875	0.0874101	10.5722	0.0138277
0.205875	0.0489254	3.40006	0.00890007
0.289875	0.0367434	1.90341	0.000965285
0.373875	0.030569	1.32091	-0.0245818
0.0405	0.746011	5.22246	0.662082
0.1245	0.0839182	9.73955	0.042541
0.2085	0.0488346	3.34221	0.0235048
0.2925	0.0362371	1.88846	0.00210628
0.3765	0.030391	1.31676	0.00791732
0.043125	0.731682	7.30278	0.660285
0.127125	0.0824443	9.92329	0.00446692
0.211125	0.0478725	3.24146	0.0157815
0.295125	0.0369624	1.94133	-0.00931236
0.379125	0.0302691	1.32534	-0.0103141
0.04575	0.713469	9.20015	0.658357
0.12975	0.0787789	8.66346	0.0299488
0.21375	0.0480245	3.25426	0.0251321
0.29775	0.0363018	1.88427	-0.0309015
0.38175	0.0304142	1.30176	-0.0042373
0.048375	0.683474	19.7292	0.650849
0.132375	0.0774515	8.57339	0.0022484
0.216375	0.0474424	3.19818	-0.0125523
0.300375	0.0355405	1.83569	-0.0186976
0.384375	0.0303778	1.34092	0.000332491
0.051	0.641995	40.4603	0.635682
0.135	0.0753301	8.17512	0.00531913
0.219	0.0471715	3.09942	0.0016097
0.303	0.0356957	1.8012	0.0138294
0.387	0.0297126	1.26376	0.0103243
0.053625	0.61497	46.6859	0.62813
0.137625	0.075445	8.00537	0.036784
0.221625	0.0458461	2.91025	0.0288473
0.305625	0.0349536	1.80186	-0.0333895
0.389625	0.0296901	1.25745	-0.0237296
0.05625	0.572267	57.0777	0.612674
0.14025	0.0731555	7.68235	0.00530236
0.22425	0.0460542	2.98628	0.0100762
0.30825	0.0347746	1.7481	-0.0243734
0.39225	0.0295664	1.24209	0.00826671
0.058875	0.513337	78.8491	0.57798
0.142875	0.0706482	7.03338	0.0176268
0.226875	0.0453382	2.86437	0.0268748
0.310875	0.0352158	1.78259	-0.00565226
0.394875	0.0296032	1.19599	0.0285408
0.0615	0.474179	78.2025	0.557725
0.1455	0.0688067	6.98489	0.00874435
0.2295	0.0442163	2.77364	0.00363521
0.3135	0.0348011	1.70816	-0.00291208
0.064125	0.391758	89.9694	0.483458
0.3975	0.0286795	1.18114	-0.0113784
0.148125	0.0690405	6.61132	0.0153818
0.232125	0.0446189	2.81639	0.0243054
0.06675	0.355492	84.3003	0.451203
0.316125	0.0342422	1.66783	0.0145143
0.400125	0.0288722	1.20148	0.0149823
0.15075	0.068304	6.44758	0.0432913
0.23475	0.0434142	2.6663	0.0176669
0.069375	0.282564	79.0141	0.327515
0.31875	0.0339438	1.68979	-0.0216792
0.40275	0.0285272	1.19827	-0.0198716
0.153375	0.0654502	6.08652	0.0235496
0.237375	0.0431811	2.6835	0.0266917
0.072	0.272988	68.9339	0.334803
0.321375	0.0335685	1.60694	-0.0222791
0.405375	0.0290515	1.22202	-0.0101537
0.156	0.0650981	6.00874	0.00353853
0.24	0.0428043	2.59459	0.0321828
0.074625	0.248626	59.6202	0.316488
0.324	0.0341584	1.61535	0.0249454
0.408	0.0285032	1.18541	0.000204318
0.158625	0.063167	5.60266	0.0178282
0.242625	0.042085	2.56066	-0.00320362
0.07725	0.213126	49.6481	0.246138
0.16125	0.0626382	5.4459	0.0341415
0.326625	0.033404	1.60386	0.000541411
0.410625	0.029283	1.19508	0.0132335
0.24525	0.0419558	2.51882	0.00545779
0.079875	0.191073	44.9261	0.175261
0.163875	0.0614018	5.2682	0.0266857
0.32925	0.0332093	1.57126	0.0111749
0.41325	0.0286603	1.14555	0.0340704
0.0825	0.177635	39.2323	0.141033
0.247875	0.0412966	2.38164	0.0112076
0.1665	0.0592661	4.91363	0.0124914
0.331875	0.0331277	1.60914	-0.035519
0.415875	0.0284085	1.13227	0.021991
