p	(av_abs_m)	susceptibility	binder cumulant
0.03	0.888761	0.410931	0.664984
0.11	0.508375	17.9342	0.535701
0.15	0.249343	11.135	0.242249
0.27	0.1081	2.5581	0.0447672
0.31	0.09519	2.06434	0.0112942
0.07	0.797493	2.05589	0.658037
0.23	0.128965	3.70486	0.0528727
0.19	0.165181	5.71531	0.100356
0.0314815	0.886344	0.424196	0.664924
0.151481	0.247542	11.3219	0.234995
0.111481	0.491872	18.401	0.521942
0.271481	0.108143	2.67827	0.0257855
0.311481	0.0945925	1.99397	0.0217822
0.0714815	0.791841	2.29367	0.656994
0.231481	0.128814	3.53897	0.085257
0.191481	0.163607	5.69076	0.105374
0.032963	0.883519	0.438601	0.66486
0.112963	0.484186	18.2817	0.515195
0.152963	0.239178	10.3438	0.232624
0.272963	0.107057	2.57672	0.0211538
0.312963	0.094695	1.97069	0.0371711
0.072963	0.785776	2.67541	0.655624
0.232963	0.126712	3.59471	0.0496795
0.192963	0.162444	5.34475	0.127254
0.0344444	0.881144	0.467418	0.664729
0.154444	0.235573	10.1628	0.221498
0.114444	0.46935	18.4781	0.503494
0.274444	0.106571	2.50389	0.032345
0.314444	0.0946467	1.96059	0.0408762
0.0744444	0.780863	2.84115	0.655072
0.234444	0.125145	3.42239	0.0654212
0.194444	0.159843	5.46534	0.0961527
0.0359259	0.878825	0.505528	0.664583
0.115926	0.450469	18.7319	0.48737
0.155926	0.232084	9.76125	0.222999
0.0759259	0.77341	3.19968	0.65355
0.275926	0.10569	2.41312	0.0644699
0.235926	0.123666	3.37876	0.0415563
0.315926	0.0927825	1.95334	0.0015283
0.195926	0.159112	5.20166	0.116292
0.0374074	0.876306	0.52494	0.664477
0.117407	0.442834	18.2632	0.482875
0.157407	0.226894	9.59586	0.202798
0.0774074	0.767723	3.44277	0.652217
0.277407	0.105713	2.51607	0.0335149
0.237407	0.123655	3.45276	0.0373451
0.317407	0.0951442	1.9444	0.0387718
0.197407	0.155652	5.23804	0.0786469
0.0388889	0.874174	0.508369	0.664539
0.118889	0.428585	18.3853	0.470022
0.158889	0.226474	9.68735	0.211577
0.0788889	0.760182	3.68989	0.651164
0.278889	0.104002	2.44841	0.0185396
0.238889	0.124003	3.41122	0.0245975
0.318889	0.092695	1.94216	0.0139998
0.198889	0.155152	5.07815	0.0819876
0.0403704	0.870762	0.561905	0.664304
0.12037	0.416117	18.5904	0.456019
0.16037	0.216194	8.98349	0.185722
0.0803704	0.7513	4.19343	0.648874
0.24037	0.12388	3.3242	0.0753825
0.28037	0.104877	2.45898	0.0181947
0.32037	0.0925058	1.95103	0.00725204
0.20037	0.154699	5.21974	0.0595165
0.0418519	0.86841	0.586175	0.664206
0.121852	0.404528	17.7536	0.447964
0.161852	0.215354	9.02193	0.177745
0.0818519	0.743449	5.06108	0.646265
0.281852	0.105692	2.46812	0.0508601
0.241852	0.121724	3.24905	0.0694542
0.321852	0.0919708	1.89796	0.0383557
0.0433333	0.864283	0.634738	0.663971
0.201852	0.155371	5.01131	0.106484
0.123333	0.392307	17.789	0.434813
0.163333	0.213479	8.89868	0.182665
0.0448148	0.862605	0.647836	0.66393
0.283333	0.104009	2.37666	0.0125633
0.0833333	0.736222	5.37599	0.644577
0.243333	0.119778	3.33669	0.0286773
0.323333	0.0903242	1.81388	0.0399175
