p	(av_abs_m)	susceptibility	binder cumulant
0.03	0.888714	0.411634	0.666236
0.11	0.334541	58.0774	0.399038
0.07	0.797225	2.1008	0.66406
0.15	0.122495	12.9967	0.0682481
0.27	0.0536331	2.55662	0.0260289
0.31	0.0473708	1.96909	0.0449013
0.23	0.0643708	3.75943	0.00181768
0.19	0.0836852	6.41017	0.0165366
0.0314815	0.886481	0.435588	0.666209
0.111481	0.325588	55.0189	0.397749
0.151481	0.122323	12.9242	0.0672801
0.0714815	0.792716	2.24615	0.663867
0.271481	0.0536156	2.60774	0.0205765
0.311481	0.047556	2.05804	0.0035794
0.191481	0.0809281	5.83932	0.0308463
0.231481	0.0632963	3.68147	-0.00740847
0.032963	0.884195	0.439081	0.666202
0.112963	0.300166	50.5175	0.362331
0.152963	0.118357	12.0772	0.063626
0.072963	0.78683	2.41585	0.663606
0.272963	0.0536115	2.67089	-0.0116657
0.312963	0.0479892	2.14204	-0.0340615
0.192963	0.0794548	5.60176	0.034589
0.232963	0.0624769	3.6955	-0.00164823
0.0344444	0.881326	0.467027	0.66617
0.114444	0.27957	48.1378	0.327154
0.154444	0.115115	11.7789	0.0316056
0.0744444	0.780193	2.9296	0.662952
0.274444	0.0535067	2.68294	0.00262171
0.314444	0.0470025	2.04494	-0.0255227
0.194444	0.0793563	5.65292	0.0275305
0.234444	0.0622685	3.48282	0.0194109
0.0359259	0.878571	0.473896	0.66616
0.115926	0.273387	45.8582	0.327808
0.155926	0.113428	11.34	0.0588623
0.0759259	0.773013	3.31688	0.662436
0.275926	0.0537481	2.57531	0.0304863
0.315926	0.046081	1.94431	0.00437928
0.195926	0.0774938	5.28776	0.0549885
0.235926	0.0629292	3.62351	0.0185548
0.0374074	0.876245	0.508972	0.666121
0.117407	0.251608	42.474	0.280674
0.157407	0.110943	10.5932	0.068013
0.0774074	0.767394	3.91769	0.66172
0.277407	0.0519633	2.58118	-0.0441291
0.317407	0.0456031	1.93734	-0.0136388
0.197407	0.0789423	5.47354	0.0270037
0.237407	0.0619356	3.41536	0.0347615
0.0388889	0.873688	0.525303	0.6661
0.118889	0.244599	40.58	0.279109
0.0788889	0.759884	4.15194	0.661348
0.158889	0.111803	10.8599	0.0623852
0.278889	0.0525244	2.47525	0.0312957
0.318889	0.0462531	1.92553	0.0264035
0.198889	0.0767621	5.44378	-0.00176372
0.238889	0.0597858	3.33295	-0.00981384
0.0403704	0.870646	0.557293	0.66606
0.12037	0.227657	37.0694	0.229787
0.0803704	0.750114	5.12366	0.660172
0.16037	0.108166	10.0845	0.0703898
0.28037	0.0527888	2.4908	0.012465
0.20037	0.0749385	5.16182	0.00539736
0.32037	0.0462196	1.99216	-0.014209
0.24037	0.0604652	3.35529	0.0117794
0.0418519	0.868232	0.571231	0.666042
0.121852	0.221017	36.2536	0.226787
0.0818519	0.743525	6.39751	0.658927
0.161852	0.102533	9.43652	0.0228833
0.281852	0.0512329	2.48289	-0.019944
0.201852	0.0743619	5.14019	-0.0284238
0.321852	0.0456885	1.95955	-0.0485071
0.241852	0.0617504	3.45561	0.010055
0.0433333	0.864716	0.60973	0.665996
0.123333	0.212593	32.6555	0.231488
0.0833333	0.733995	6.58203	0.658019
0.163333	0.104208	9.61518	0.0400469
0.283333	0.0519475	2.39629	0.0189035
0.203333	0.0754333	4.9901	0.0634724
0.323333	0.0455585	1.92433	0.0151635
0.243333	0.0599038	3.2229	0.0159955
0.0448148	0.862025	0.686351	0.66591
0.124815	0.202881	31.0913	0.20495
0.0848148	0.722793	9.60808	0.655195
0.164815	0.104164	9.29024	0.0676504
0.284815	0.0509202	2.36306	-0.0113261
0.204815	0.0733469	4.92386	-0.010806
0.324815	0.0459779	1.8714	0.0252197
0.244815	0.0598138	3.15237	0.0435573
0.0462963	0.85944	0.689422	0.665902
0.0862963	0.7143	9.59738	0.654575
