p	(av_abs_m)	susceptibility	binder cumulant
0.03	0.256338	67.607	0.301828
0.114	0.065037	5.91678	0.0252248
0.198	0.0429816	2.5825	0.0210259
0.366	0.0302394	1.20636	0.0899048
0.282	0.0347299	1.70931	0.0284891
0.032625	0.223618	55.8852	0.249583
0.116625	0.0643898	5.83204	0.0207727
0.200625	0.0435397	2.65379	0.00331109
0.284625	0.0347142	1.61992	0.0347675
0.368625	0.0295864	1.18443	0.0488646
0.03525	0.197073	47.9642	0.172711
0.11925	0.0634507	5.67873	0.0135222
0.20325	0.0429093	2.62297	0.0160001
0.28725	0.034588	1.63278	0.0184326
0.37125	0.0292003	1.20633	0.0303552
0.037875	0.192206	42.5936	0.224517
0.121875	0.0619411	5.54762	-0.01223
0.205875	0.0432862	2.64731	0.00817974
0.289875	0.033657	1.58081	0.0248961
0.373875	0.028687	1.14528	0.0150596
0.0405	0.169016	35.241	0.165839
0.1245	0.0626768	5.59156	-0.00648188
0.2085	0.0429838	2.58796	0.0115465
0.2925	0.0332907	1.62821	-0.0561712
0.3765	0.0285411	1.14558	-0.00449187
0.043125	0.162354	33.3049	0.154383
0.127125	0.060868	5.09446	0.0318999
0.211125	0.041903	2.52432	-0.00623299
0.295125	0.0339078	1.65681	-0.00640166
0.379125	0.0288674	1.16901	0.0372174
0.04575	0.148539	28.1733	0.126204
0.12975	0.0597874	5.06544	0.00122666
0.21375	0.0413914	2.45541	-0.0105407
0.29775	0.0336946	1.6643	-0.0328143
0.38175	0.028899	1.16778	0.0290199
0.048375	0.144662	27.7375	0.0946741
0.132375	0.0582363	4.94705	-0.0404778
0.216375	0.0415712	2.44233	0.0192846
0.300375	0.0334467	1.52995	0.0464247
0.384375	0.0282842	1.12893	0.0142742
0.051	0.134901	24.021	0.0946303
0.135	0.0576491	4.5378	0.043525
0.219	0.0404083	2.41764	-0.0263143
0.303	0.0333104	1.61512	-0.013714
0.387	0.0286163	1.16876	0.000266667
0.053625	0.127369	21.7245	0.0739795
0.137625	0.0573734	4.57873	0.0332851
0.221625	0.0409733	2.37332	0.00269596
0.305625	0.0327954	1.52038	0.0155369
0.389625	0.0286646	1.15974	-0.00678099
0.05625	0.121601	20.4608	0.0593938
0.14025	0.0566059	4.48079	0.0336672
0.22425	0.0406277	2.36206	-0.0112422
0.30825	0.0327306	1.56258	0.00619266
0.39225	0.0282485	1.13819	0.00726155
0.058875	0.115786	18.0937	0.0647502
0.142875	0.0561422	4.26816	0.059596
0.226875	0.0397147	2.35006	-0.0338579
0.310875	0.0324099	1.4647	0.0366379
0.394875	0.0273974	1.07062	-0.000316883
0.0615	0.110667	16.9652	0.0545247
0.1455	0.0539213	4.19654	0.0179081
0.2295	0.038872	2.17518	0.00106139
0.3135	0.0322933	1.5222	-0.0294888
0.3975	0.0277989	1.10409	0.0197028
0.064125	0.106866	15.2501	0.0746843
0.148125	0.0535368	4.03459	0.00598451
0.232125	0.0401718	2.22022	0.0379455
0.316125	0.0321128	1.44767	0.00186624
0.400125	0.0275531	1.10462	-0.0200504
0.06675	0.102276	14.2393	0.0733853
0.15075	0.0525667	3.91959	0.0138289
0.23475	0.0389621	2.10819	0.0326795
0.31875	0.0324446	1.53877	0.00695218
0.40275	0.0277952	1.10114	-0.000875798
0.069375	0.100666	13.5505	0.0651583
0.153375	0.052467	3.7423	0.0649611
0.237375	0.0390024	2.19657	-0.00656427
0.321375	0.0317376	1.44711	-0.0112967
0.405375	0.0276562	1.1287	-0.0248451
0.072	0.0949931	12.5089	0.0375816
0.156	0.0522696	3.79804	0.0301751
0.24	0.0391938	2.15792	0.0152245
0.324	0.031347	1.37736	0.029194
0.408	0.0277083	1.11667	0.00598768
0.074625	0.0933518	12.0009	0.0389354
0.158625	0.0511101	3.56099	0.0513034
0.242625	0.0377203	2.05913	0.0162189
0.326625	0.0317947	1.48434	-0.0033246
