p	(av_abs_m)	susceptibility	binder cumulant
0.03	0.9453	0.139067	0.666154
0.15	0.471422	18.1262	0.509639
0.11	0.786325	2.68902	0.655643
0.27	0.122847	3.35734	0.0455924
0.07	0.887381	0.424214	0.664936
0.31	0.103993	2.39733	0.0374777
0.19	0.232162	9.89089	0.21855
0.23	0.154841	5.08157	0.0981729
0.0314815	0.943765	0.13988	0.666149
0.151481	0.459689	18.5233	0.497479
0.111481	0.78214	2.86188	0.655081
0.271481	0.125032	3.376	0.0663518
0.0714815	0.886478	0.424168	0.664923
0.311481	0.104059	2.48861	0.011324
0.191481	0.226688	9.92236	0.199389
0.231481	0.153664	5.11887	0.0880393
0.032963	0.941373	0.149316	0.666113
0.152963	0.447966	18.3231	0.48742
0.112963	0.774732	3.16929	0.653459
0.072963	0.882364	0.446703	0.664826
0.272963	0.122545	3.25686	0.0372374
0.192963	0.223759	9.49978	0.195741
0.232963	0.154075	4.95024	0.100256
0.312963	0.103014	2.38063	0.0448398
0.0344444	0.939433	0.153172	0.666095
0.154444	0.432216	18.4819	0.471253
0.114444	0.768138	3.4592	0.652457
0.0744444	0.880273	0.471682	0.664719
0.274444	0.121642	3.25482	0.0607116
0.194444	0.218771	9.22927	0.182915
0.234444	0.150385	4.8465	0.0746803
0.314444	0.10294	2.32122	0.0414744
0.0359259	0.937807	0.159736	0.666069
0.155926	0.42113	18.2154	0.46214
0.115926	0.761685	3.908	0.651022
0.0759259	0.878031	0.470781	0.664705
0.275926	0.120865	3.26192	0.0436542
0.195926	0.215142	9.01879	0.185325
0.235926	0.149359	4.7235	0.0989549
0.315926	0.103673	2.30165	0.0766223
0.0374074	0.935837	0.17007	0.666028
0.157407	0.402661	17.8908	0.444544
0.117407	0.752312	4.63581	0.64795
0.0774074	0.874262	0.558155	0.664372
0.277407	0.118934	3.04538	0.0698242
0.197407	0.210088	8.70685	0.18204
0.237407	0.148449	4.672	0.0962126
0.317407	0.102212	2.31023	0.065289
0.0388889	0.93449	0.177203	0.666
0.158889	0.398025	17.8913	0.438601
0.118889	0.74724	4.9534	0.646967
0.0788889	0.872468	0.521246	0.664479
0.278889	0.118029	3.17091	0.042738
0.198889	0.204696	8.57264	0.147526
0.238889	0.145442	4.35932	0.108825
0.318889	0.103425	2.39817	0.0437321
0.0403704	0.932393	0.181289	0.665981
0.16037	0.379732	17.527	0.416678
0.12037	0.736789	5.68419	0.644302
0.0803704	0.869408	0.564947	0.664288
0.28037	0.117691	2.96757	0.0717844
0.0418519	0.930395	0.185448	0.665962
0.32037	0.100267	2.25468	0.0399746
0.20037	0.206121	8.32886	0.17706
0.24037	0.146957	4.57177	0.0842674
0.161852	0.372227	16.9845	0.414483
0.121852	0.724283	6.2563	0.641008
0.0818519	0.865743	0.619334	0.664062
0.281852	0.118164	3.02141	0.0406544
0.0433333	0.92843	0.192671	0.665932
0.201852	0.200642	7.90037	0.16566
0.241852	0.143278	4.38219	0.0859009
0.321852	0.0995642	2.24856	0.0156182
0.163333	0.361467	16.9148	0.397793
