p	(av_abs_m)	susceptibility	binder cumulant
0.03	0.394336	36.1029	0.459372
0.114	0.110948	6.12955	0.0351161
0.198	0.0732031	2.75157	0.015886
0.282	0.0575782	1.68965	0.0278603
0.366	0.0489231	1.21308	0.00137753
0.032625	0.363153	35.6017	0.424045
0.116625	0.107076	5.71241	0.0222811
0.200625	0.073584	2.58301	0.0394429
0.284625	0.058532	1.77313	0.00577766
0.368625	0.0492044	1.2186	0.00628314
0.03525	0.326628	32.6321	0.373792
0.11925	0.104304	5.48457	0.0430407
0.20325	0.0714342	2.6056	-0.00356218
0.28725	0.0575213	1.6875	-0.00471759
0.37125	0.0480618	1.19022	0.0149884
0.037875	0.302736	31.1666	0.339758
0.121875	0.10576	5.63396	0.0287195
0.205875	0.0714938	2.65284	0.00229566
0.289875	0.0563747	1.62916	0.0199212
0.373875	0.0489462	1.22856	-0.00971502
0.0405	0.29293	29.2069	0.332632
0.1245	0.102694	5.20625	0.0493998
0.2085	0.0710844	2.50538	0.0336762
0.2925	0.0569471	1.64294	0.0236442
0.3765	0.0481969	1.16767	0.0209215
0.043125	0.269049	27.3568	0.290637
0.127125	0.100792	5.1323	0.0331826
0.211125	0.0690991	2.49761	0.0191797
0.295125	0.056712	1.61746	0.00486904
0.379125	0.0475418	1.13825	0.0269768
0.04575	0.260562	25.5401	0.280682
0.12975	0.10108	5.17041	0.0180586
0.21375	0.0671733	2.30507	0.00889047
0.29775	0.0564271	1.69102	-0.00487368
0.38175	0.0475649	1.13938	0.0316962
0.048375	0.238461	22.8209	0.240665
0.132375	0.0985044	4.85334	0.0437884
0.216375	0.0676796	2.39636	0.00111098
0.300375	0.0547356	1.5507	-0.0297077
0.384375	0.0470516	1.13705	0.0118696
0.051	0.226916	20.7682	0.233435
0.135	0.0948924	4.63083	0.0299088
0.219	0.068472	2.38045	0.017252
0.303	0.056224	1.62205	-0.0121482
0.387	0.0470724	1.0969	0.0196399
0.053625	0.21631	19.2033	0.217576
0.137625	0.0949404	4.58314	0.0359313
0.221625	0.0678582	2.372	-0.00468406
0.305625	0.0551253	1.55244	-0.020038
0.389625	0.0463947	1.11714	-0.00384106
0.05625	0.206107	18.682	0.17672
0.14025	0.0938013	4.43915	0.0387902
0.22425	0.0677516	2.31012	0.0221729
0.30825	0.0552973	1.49895	0.0277794
0.39225	0.0466596	1.10092	0.0145443
0.058875	0.197338	16.3309	0.204515
0.142875	0.0925493	4.35391	-0.00223867
0.226875	0.0665818	2.30975	-0.0280299
0.310875	0.055144	1.50219	0.0516551
0.394875	0.0468684	1.08092	0.032582
0.0615	0.189357	15.9011	0.168873
0.1455	0.0909676	4.0648	0.0211903
0.2295	0.0671524	2.1978	0.0214603
0.3135	0.0545956	1.47334	0.0373334
0.064125	0.180892	14.5528	0.167183
0.3975	0.0471498	1.12255	0.039725
0.148125	0.0906542	4.08087	0.0305939
0.232125	0.0652876	2.20031	-0.0029451
0.316125	0.0533747	1.45929	0.0329156
0.06675	0.172867	13.5771	0.140603
0.400125	0.047176	1.10412	0.0517057
0.15075	0.0863431	3.80696	0.0110976
0.23475	0.0653836	2.21532	0.000911332
0.31875	0.0523756	1.40375	0.0388707
0.069375	0.171369	13.5913	0.123578
0.40275	0.0467027	1.0804	0.0451216
0.153375	0.0890004	3.81398	0.0614118
0.237375	0.0637138	2.03404	0.00795834
0.321375	0.0530707	1.50284	-0.0187607
0.072	0.16314	12.588	0.112354
0.405375	0.0456089	1.05748	0.0131756
0.156	0.0859191	3.77907	0.012746
0.24	0.0659431	2.17263	0.0136183
0.074625	0.160747	11.78	0.1471
0.324	0.0528249	1.41608	0.0177796
0.408	0.0449529	1.02081	0.0276348
0.158625	0.0843582	3.69096	-0.0304793
0.07725	0.152696	11.1371	0.0887625
0.242625	0.0647658	2.05565	0.0238961
0.326625	0.0538382	1.45519	0.0271743
0.410625	0.0451724	1.06494	0.00307733
0.16125	0.0839871	3.58058	-0.0131541
0.079875	0.146751	10.3766	0.0995041
0.24525	0.0632667	2.04994	0.0103344
0.32925	0.0529764	1.44849	0.0196862
0.41325	0.0458249	1.10561	-0.0194234
0.163875	0.082632	3.36597	0.046419
0.0825	0.143767	9.84467	0.0875425
0.247875	0.0627733	2.0127	0.0259889
