p	(av_abs_m)	susceptibility	binder cumulant
0.03	0.737704	4.42607	0.657233
0.114	0.170867	13.107	0.150558
0.198	0.0897951	3.93258	0.0355242
0.282	0.0668871	2.22799	0.0300112
0.366	0.0542911	1.47018	0.0270895
0.032625	0.72522	5.61447	0.654814
0.116625	0.164885	12.3596	0.131866
0.200625	0.0901036	4.16134	0.00480987
0.284625	0.066192	2.25288	-0.00200662
0.368625	0.052952	1.42997	-0.0104796
0.03525	0.714019	6.65047	0.652647
0.11925	0.160047	11.8651	0.115177
0.20325	0.0878289	3.86517	0.0360061
0.28725	0.0648813	2.21352	-0.041133
0.37125	0.0535978	1.49197	-0.00148668
0.037875	0.703802	7.41045	0.65084
0.121875	0.15443	11.1979	0.1241
0.205875	0.08676	3.65132	0.0632721
0.289875	0.0662009	2.1857	0.036865
0.373875	0.0529173	1.47643	-0.0113956
0.0405	0.684732	10.7554	0.64467
0.1245	0.151552	10.848	0.106851
0.2085	0.0844	3.56995	0.0398412
0.2925	0.0646653	2.15602	0.01775
0.3765	0.0534618	1.43799	0.0231223
0.043125	0.662552	13.6206	0.637714
0.127125	0.146927	10.2591	0.102237
0.211125	0.0846164	3.59616	0.0363777
0.295125	0.0639702	2.0888	-0.00463762
0.379125	0.0525707	1.4563	-0.000673887
0.04575	0.648324	14.792	0.63368
0.12975	0.141365	9.45816	0.0991654
0.21375	0.085076	3.64025	0.0402208
0.29775	0.0647693	2.12281	0.00246034
0.38175	0.0535987	1.43677	0.0248234
0.048375	0.624366	19.3159	0.623543
0.132375	0.137613	9.12859	0.0569553
0.216375	0.0822373	3.39668	0.0482104
0.300375	0.062964	2.03975	0.00165416
0.384375	0.0526707	1.38497	-0.000436607
0.051	0.602302	21.1352	0.615397
0.135	0.134678	8.78429	0.066395
0.219	0.0816231	3.40776	0.00742188
0.303	0.0626422	2.01606	-0.00203333
0.387	0.0524244	1.37463	0.0353128
0.053625	0.570936	26.0991	0.599578
0.137625	0.133476	8.34227	0.0877844
0.221625	0.0821418	3.39988	0.00380765
0.305625	0.0621511	1.95909	-0.000211764
0.389625	0.0510724	1.32867	0.0154116
0.05625	0.558852	26.5881	0.59472
0.14025	0.128088	7.83253	0.0969071
0.22425	0.07984	3.25046	0.0242076
0.30825	0.060908	1.92408	-0.0137016
0.39225	0.0509613	1.36791	-0.00334623
0.058875	0.518397	31.3498	0.569169
0.142875	0.12412	7.62952	0.0629819
0.226875	0.080864	3.23448	0.0304152
0.310875	0.0627164	1.95333	0.0298532
0.394875	0.0510889	1.33077	-0.00781034
0.0615	0.482529	33.1675	0.544307
0.1455	0.125118	7.58086	0.0877925
0.2295	0.0786853	3.12068	0.0297861
0.3135	0.0606018	1.88287	-7.80035e-05
0.064125	0.459954	33.3753	0.530291
0.3975	0.0502924	1.27838	0.0247135
0.148125	0.12298	7.4614	0.0868491
0.232125	0.0790116	3.1244	0.0387207
0.316125	0.0604987	1.9188	0.0109222
0.06675	0.431472	35.302	0.503433
0.400125	0.0508471	1.2768	0.0379514
0.15075	0.12029	6.8903	0.0897425
0.23475	0.076924	2.95461	0.0296805
0.31875	0.0588062	1.75839	-0.0122833
0.069375	0.390752	35.195	0.462564
0.40275	0.0511991	1.3649	0.010289
0.153375	0.117658	6.70928	0.0732462
0.237375	0.0760249	3.02122	-0.00260728
0.321375	0.0603249	1.81147	0.031541
0.072	0.377021	33.2395	0.455022
0.405375	0.0509787	1.35601	0.0123571
0.156	0.114984	6.40347	0.0545639
0.24	0.075432	2.96891	-0.00997687
0.074625	0.362748	33.4493	0.436432
0.324	0.0580356	1.7213	0.00754501
0.408	0.050956	1.33272	-0.00613601
0.158625	0.111294	6.22957	0.0255136
0.242625	0.0760529	3.00779	-0.00581926
0.07725	0.322623	31.3085	0.383846
0.326625	0.0588258	1.77437	0.0108575
0.410625	0.0502933	1.28737	0.0166703
0.16125	0.109816	6.06162	0.036067
0.24525	0.0749747	2.81555	0.0378121
0.079875	0.313196	29.9053	0.375891
0.32925	0.0591387	1.80139	-0.00984481
0.41325	0.0497053	1.23884	0.0301734
0.163875	0.107014	5.74336	0.046635
0.247875	0.0734818	2.76886	-0.0104103
0.0825	0.2839	28.8048	0.316578
0.331875	0.0589587	1.80198	0.0107792
0.415875	0.0495773	1.21152	0.03743
0.1665	0.107157	5.59056	0.0555506
0.2505	0.0739649	2.72745	0.0315323
0.085125	0.272819	26.3078	0.314746
0.3345	0.0593609	1.79643	-0.0142674
0.4185	0.0490076	1.28538	-0.044221
0.169125	0.105136	5.39844	0.0496982
0.08775	0.255702	25.0398	0.280102
0.253125	0.0710733	2.74901	-0.039228
0.337125	0.0570978	1.66571	0.0198272
0.421125	0.0487102	1.23016	-0.000443241
0.17175	0.104009	5.45485	0.0338184
0.090375	0.248857	23.8459	0.271878
0.25575	0.0717502	2.53441	0.0497528
0.33975	0.0573862	1.68581	0.0254998
0.42375	0.0482236	1.20413	0.0140028
0.174375	0.102689	5.25945	0.045604
0.093	0.233025	21.6123	0.245341
0.258375	0.0712649	2.58027	-8.56362e-05
0.342375	0.0578111	1.61565	0.043615
0.426375	0.0486058	1.19564	0.0406326
0.177	0.0988498	5.00175	0.0164475
0.095625	0.222092	20.4488	0.226691
0.261	0.0700351	2.4846	0.0361791
0.345	0.0569422	1.7035	0.00754067
0.429	0.0473676	1.19745	-0.0456798
0.09825	0.212907	18.6784	0.216152
0.179625	0.100217	4.92284	0.0598254
0.263625	0.0702396	2.4305	0.0155801
0.347625	0.056728	1.58646	0.035925
0.100875	0.199851	17.3836	0.181112
0.18225	0.0976316	4.75329	0.0346466
0.431625	0.04762	1.1481	0.0228339
0.26625	0.0693911	2.45196	0.0207854
0.35025	0.0564484	1.58574	0.0238628
0.1035	0.193862	16.8475	0.165113
0.184875	0.0987396	4.83724	0.0500783
0.43425	0.0472818	1.17986	-0.0221905
0.268875	0.0688427	2.45412	0.00480755
0.352875	0.0564853	1.65417	0.0257316
0.106125	0.189375	15.471	0.177149
0.1875	0.0940938	4.5573	0.0323839
0.436875	0.0480124	1.17608	0.00274714
0.2715	0.0677827	2.34622	0.0218375
0.3555	0.054712	1.55554	0.0132877
0.10875	0.178988	14.8488	0.137377
0.190125	0.0961613	4.55254	0.0527908
0.4395	0.0474116	1.14061	0.0157272
0.274125	0.0685307	2.29708	0.0454968
0.358125	0.055448	1.6332	-0.00645123
0.111375	0.175036	14.0516	0.15125
0.19275	0.09282	4.35651	0.0210795
0.442125	0.0461138	1.14192	-0.0381586
0.27675	0.0687698	2.39846	0.0217078
0.36075	0.0548951	1.50232	0.0150994
0.195375	0.092232	4.22702	0.0259192
0.44475	0.0476422	1.17813	-0.00565854
0.279375	0.0660627	2.32665	-0.0126748
0.363375	0.0556618	1.54699	0.0454392
0.447375	0.0463684	1.14036	0.0192376
