p	(av_abs_m)	susceptibility	binder cumulant
0.06625	0.852844	0.54435	0.666464
0.03	0.902713	0.255166	0.666582
0.1025	0.775128	2.28999	0.665659
0.13875	0.355106	152.96	0.470238
0.175	0.0909086	22.1402	0.038198
0.2475	0.0432612	5.20728	0.0154269
0.21125	0.0563967	8.78258	0.0236889
0.28375	0.0353745	3.53756	-0.0197128
0.0318125	0.900474	0.25872	0.66658
0.0680625	0.849833	0.582815	0.666448
0.104313	0.769384	2.46412	0.665571
0.140563	0.322927	146.867	0.43512
0.249313	0.0417984	4.90432	-0.00987519
0.213063	0.0557438	8.78492	0.0165898
0.176813	0.0856608	19.721	0.0551596
0.285563	0.0352469	3.53334	-0.0239461
0.033625	0.898273	0.26067	0.666579
0.106125	0.763719	2.67626	0.66545
0.069875	0.846826	0.604848	0.666438
0.142375	0.275077	137.042	0.351223
0.251125	0.0421512	4.9079	0.000669088
0.214875	0.0541788	8.19016	0.00638553
0.178625	0.0849415	19.1738	0.049402
0.287375	0.0345454	3.31964	-0.0061202
0.0354375	0.895935	0.277301	0.666573
0.0716875	0.843638	0.639184	0.666423
0.107938	0.756815	3.02546	0.66527
0.144188	0.244924	113.753	0.314479
0.180438	0.0812993	17.7241	0.039749
0.216688	0.0538673	8.18381	-0.014189
0.252938	0.0418478	4.72247	0.0260709
0.289188	0.0338295	3.21627	-0.0228198
0.0735	0.840495	0.664877	0.666412
0.03725	0.893557	0.290997	0.666568
0.10975	0.74996	3.37482	0.665089
0.146	0.227144	106.913	0.283091
0.18225	0.0779442	16.3899	0.0352579
0.2185	0.052184	7.67502	-0.00447393
0.25475	0.0416732	4.86355	-0.0111724
0.291	0.0343301	3.24484	0.0053231
0.0753125	0.836987	0.711122	0.666392
0.0390625	0.891151	0.297679	0.666565
0.111563	0.742347	3.96407	0.664787
0.147813	0.210938	97.2778	0.247065
0.184063	0.0775567	16.0856	0.0484851
0.220313	0.0532117	7.86991	0.029783
0.256563	0.0401515	4.46429	0.00156612
0.292813	0.0339838	3.25604	0.0136326
0.077125	0.833977	0.735783	0.66638
0.040875	0.889037	0.315064	0.666558
0.113375	0.733681	5.57384	0.664058
0.149625	0.189327	78.4349	0.221365
0.185875	0.0757616	15.7489	0.0372627
0.222125	0.0524163	7.3272	0.0409705
0.258375	0.0404556	4.65047	0.00965584
0.294625	0.0339657	3.28715	-0.00413249
0.0426875	0.886554	0.305137	0.666561
0.0789375	0.830903	0.741105	0.666376
0.115188	0.72647	5.15557	0.664124
0.151438	0.174275	72.33	0.188574
0.187688	0.0732839	14.3868	0.0446528
0.223938	0.0503922	6.85554	0.0540454
0.260188	0.0390072	4.26785	-0.00647918
0.296438	0.0333593	3.14098	0.0239567
0.0445	0.884266	0.339262	0.666549
0.08075	0.827111	0.834646	0.666336
0.117	0.717528	6.35228	0.663513
0.15325	0.162111	61.5755	0.193842
0.1895	0.0702675	13.6551	0.017122
0.22575	0.049327	6.77751	0.0013572
0.262	0.039307	4.23311	0.00362133
0.29825	0.0331513	3.08526	0.0271606
0.0463125	0.881829	0.351312	0.666544
0.0825625	0.823701	0.888312	0.666313
0.118813	0.705131	8.94542	0.66223
0.155063	0.147671	54.1417	0.136058
0.191313	0.0695635	13.209	0.0150176
0.227563	0.0485935	6.46385	0.0292987
0.263813	0.0385717	4.10505	0.0397342
0.300063	0.0327671	2.9426	0.0183253
0.048125	0.879249	0.368175	0.666537
0.084375	0.819596	0.945118	0.666287
0.120625	0.693912	11.0556	0.661134
0.156875	0.141781	49.9286	0.139842
0.193125	0.0685267	12.6664	0.0583085
0.229375	0.0480169	6.5386	-0.0183318
0.265625	0.0385946	4.11444	0.0110608
0.301875	0.0326028	2.98528	0.00302113
0.0499375	0.876914	0.369484	0.666536
0.0861875	0.815938	1.05915	0.666237
0.122438	0.677777	15.9764	0.658726
0.158688	0.130016	44.3589	0.0762994
0.194938	0.0669599	12.4814	0.0247935
0.231188	0.0487311	6.53515	0.0392522
0.267438	0.0379694	4.04062	0.0130157
0.303687	0.0328754	2.97886	0.0071011
0.05175	0.874279	0.389395	0.666528
0.088	0.812312	1.04912	0.666238
0.12425	0.661413	22.4026	0.655686
0.1605	0.121832	38.743	0.0869009
0.19675	0.0664507	11.8011	0.0400434
0.233	0.046431	5.95663	0.027428
0.26925	0.0377363	3.99812	-0.00572278
0.3055	0.0326522	2.92953	0.0176766
0.0535625	0.87181	0.417451	0.666518
0.0898125	0.808457	1.14509	0.666194
0.126063	0.649783	27.9494	0.654215
0.162313	0.118079	36.5442	0.0772731
0.198563	0.0630276	10.847	0.0258854
0.234813	0.0471327	6.10593	0.016964
0.271063	0.037919	4.12181	-0.0234015
0.307313	0.0321813	2.74506	0.0539417
0.055375	0.869054	0.412011	0.666519
0.091625	0.803753	1.22206	0.666157
0.127875	0.617741	43.838	0.645438
0.164125	0.112344	32.1024	0.119068
0.200375	0.0635353	11.0329	0.0314858
0.236625	0.0456469	5.73378	0.0318341
0.272875	0.0376084	3.90939	0.0141506
0.309125	0.0321046	2.90766	0.00391184
0.0571875	0.866719	0.428185	0.666512
0.0934375	0.799819	1.35467	0.666098
0.129688	0.581142	70.4643	0.630219
0.165938	0.109783	30.8602	0.0934945
0.202188	0.0616003	10.5648	0.0183902
0.238438	0.0457132	5.73012	0.0296393
0.274688	0.0372933	3.77864	0.0317777
0.310938	0.0317167	2.72292	0.0214089
0.059	0.863857	0.443397	0.666505
0.09525	0.795051	1.46419	0.666044
0.1315	0.54439	103.905	0.613268
0.16775	0.104909	29.6842	0.0748109
