p	(av_abs_m)	susceptibility	binder cumulant
0.03	0.73827	4.24952	0.6628
0.114	0.102474	14.4841	0.051392
0.198	0.0546474	4.1496	0.0593694
0.282	0.0402965	2.31356	-0.00137693
0.366	0.0321034	1.50678	0.0192357
0.032625	0.726733	5.7316	0.661574
0.116625	0.0988123	13.0249	0.0726031
0.200625	0.0539621	4.05005	0.0318388
0.284625	0.0396325	2.29106	-0.0326644
0.368625	0.0321267	1.48377	0.00234956
0.03525	0.715295	6.19844	0.660892
0.11925	0.0944568	12.4874	0.0214124
0.20325	0.052325	3.81807	0.001158
0.28725	0.0389522	2.15704	0.0255426
0.37125	0.0319869	1.48547	-0.0451165
0.037875	0.701361	9.69142	0.658198
0.121875	0.0895642	11.6509	0.0052528
0.205875	0.0519237	3.83603	0.0131459
0.289875	0.0388746	2.12907	-0.000272907
0.373875	0.0318803	1.44386	-0.0138368
0.0405	0.681095	13.3911	0.654368
0.1245	0.088845	10.705	0.0676057
0.2085	0.0522509	3.76783	0.0239951
0.2925	0.0390406	2.05738	0.0678814
0.3765	0.031535	1.41552	0.000666909
0.043125	0.660881	20.1813	0.650139
0.127125	0.0876907	10.7036	0.0221603
0.211125	0.0512621	3.72618	0.00829246
0.295125	0.0382862	2.04515	0.0236137
0.379125	0.0312688	1.42262	-0.00595717
0.04575	0.636424	28.0354	0.643272
0.12975	0.0856664	10.2336	0.0347765
0.21375	0.0506936	3.76078	-0.0130873
0.29775	0.0380614	2.09784	0.0156203
0.38175	0.0320035	1.38606	0.0422816
0.048375	0.60878	34.4113	0.634463
0.132375	0.0823338	9.28017	0.0617252
0.216375	0.0496059	3.57993	-0.0261105
0.300375	0.0377838	2.03992	0.00524493
0.384375	0.0323093	1.48722	0.0166303
0.051	0.562505	53.3063	0.612323
0.135	0.0796589	9.01776	0.0247458
0.219	0.0493707	3.47239	-0.00711893
0.303	0.0375947	2.01971	0.0220336
0.387	0.0313154	1.37524	0.0199784
0.053625	0.532587	57.8333	0.600049
0.137625	0.0786784	8.417	0.0429357
0.221625	0.0488282	3.33934	0.0140893
0.305625	0.0375586	1.94057	0.0313016
0.389625	0.0309242	1.41074	-0.0172133
0.05625	0.480651	76.9283	0.565641
