p	(av_abs_m)	susceptibility	binder cumulant
0.03	0.844251	0.638149	0.665376
0.114	0.367923	34.1202	0.441882
0.282	0.07444	2.73871	0.0427689
0.198	0.110021	6.02596	0.0408378
0.366	0.0578338	1.69411	0.0323856
0.032625	0.840409	0.660824	0.665319
0.116625	0.344891	33.0184	0.414331
0.200625	0.110396	6.01421	0.066835
0.284625	0.0744124	2.73233	0.0318109
0.368625	0.056904	1.66539	0.00925988
0.03525	0.835272	0.717364	0.665185
0.11925	0.318249	30.536	0.380496
0.28725	0.0723151	2.6765	0.0249397
0.20325	0.10585	5.53721	0.0490555
0.37125	0.0573631	1.68146	0.0146048
0.037875	0.830519	0.787662	0.665029
0.121875	0.29757	29.082	0.346622
0.289875	0.0714933	2.61666	0.0143983
0.205875	0.106778	5.71744	0.0263671
0.373875	0.057	1.66632	0.00748315
0.0405	0.826894	0.84931	0.664906
0.1245	0.278834	26.9726	0.320699
0.2925	0.0715596	2.54726	0.0350542
0.2085	0.102243	5.3416	0.0306417
0.3765	0.0566956	1.65028	-0.00821452
0.043125	0.820433	0.896022	0.664768
0.127125	0.263737	25.1456	0.302442
0.295125	0.0713164	2.59859	0.0419718
0.211125	0.100105	5.03287	0.0198979
0.379125	0.0573138	1.62395	0.0502654
0.04575	0.815271	1.0428	0.664444
0.12975	0.252052	23.9623	0.277516
0.29775	0.0704293	2.44346	0.0616615
0.21375	0.100829	5.02135	0.0341336
0.38175	0.0566902	1.62542	0.0152529
0.048375	0.809511	1.10749	0.664286
0.132375	0.232107	22.0422	0.243442
0.300375	0.0707627	2.42592	0.0730795
0.216375	0.0980116	4.76066	0.0522489
0.384375	0.0552893	1.59176	0.00105158
0.051	0.803733	1.27939	0.663894
0.135	0.224523	20.2532	0.234135
0.303	0.0683271	2.34716	0.0288767
0.387	0.0555471	1.55649	0.0147534
0.219	0.0982347	4.80306	0.0482301
0.053625	0.798528	1.40824	0.663617
0.137625	0.218565	19.421	0.231438
0.305625	0.0679707	2.32	0.0185776
0.389625	0.0550262	1.49655	0.0259812
0.221625	0.0970716	4.69734	0.0457675
0.05625	0.792432	1.53764	0.663292
0.14025	0.205614	17.7258	0.205522
0.30825	0.0678147	2.35325	0.0245922
0.39225	0.0551342	1.52543	0.04419
0.22425	0.093788	4.47171	0.0232448
0.058875	0.784779	2.00782	0.662486
0.142875	0.201446	16.8994	0.20912
0.310875	0.066824	2.31859	0.00478071
0.394875	0.0538267	1.50666	-0.0148932
0.226875	0.0952827	4.35128	0.0678647
0.0615	0.777803	2.02811	0.662169
0.1455	0.187413	15.5346	0.162275
0.3135	0.0650009	2.16017	0.0151472
0.064125	0.770175	2.32221	0.661584
0.3975	0.0543987	1.45681	0.0141729
0.2295	0.0920884	4.13232	0.0764603
0.148125	0.183135	15.1533	0.167332
0.06675	0.76307	3.14348	0.6604
0.316125	0.0666613	2.19668	0.034461
0.400125	0.052788	1.43991	-0.0158792
0.232125	0.0894916	4.12149	0.0453913
0.15075	0.175404	13.8223	0.154677
0.069375	0.750832	4.66952	0.658033
0.31875	0.0639893	2.08567	0.033265
0.40275	0.0530218	1.43718	-0.00920656
0.23475	0.0894409	4.01039	0.0413164
0.153375	0.170624	13.1311	0.163441
0.072	0.739932	4.60648	0.657075
0.321375	0.0644507	2.14447	0.00538802
0.405375	0.0528467	1.44608	0.0162449
0.237375	0.08886	3.89035	0.0489624
0.156	0.165313	12.497	0.149532
0.074625	0.731071	5.6625	0.655221
0.324	0.0640813	2.04151	0.0350894
0.408	0.0523773	1.39365	0.00011749
0.24	0.0884516	3.88097	0.0441219
0.158625	0.161091	12.0236	0.122062
0.07725	0.720738	5.49256	0.654611
0.326625	0.0634076	2.04091	0.0107485
0.410625	0.0523916	1.37709	0.0315039
0.242625	0.0855484	3.72638	0.0277876
0.16125	0.154432	11.2333	0.1242
0.079875	0.708683	6.79031	0.652059
0.32925	0.0642493	2.08318	0.00877868
0.41325	0.0520804	1.42468	-0.0361026
0.24525	0.0852582	3.79572	0.0105557
0.163875	0.151878	10.9658	0.124697
0.0825	0.690173	9.51463	0.646702
0.331875	0.0634058	2.04701	0.0234988
0.415875	0.0522884	1.45713	-0.0177427
0.247875	0.0848769	3.60413	0.0202093
0.1665	0.145078	9.93914	0.0983553
0.085125	0.671856	11.4151	0.641684
0.3345	0.0621093	1.91278	0.0367069
0.4185	0.0504356	1.31984	0.0197244
0.2505	0.0848742	3.63468	0.00498065
0.169125	0.141884	9.5346	0.0902869
0.08775	0.648075	16.6184	0.631025
0.337125	0.0618689	1.89382	0.0219651
0.421125	0.0513747	1.36964	0.00401507
0.253125	0.0819867	3.41328	0.010931
0.17175	0.138676	9.47556	0.0674582
0.090375	0.617829	21.2863	0.619181
0.33975	0.0607729	1.93292	-0.00407427
0.42375	0.0517093	1.33047	0.0403295
0.25575	0.0817244	3.28517	0.0314545
0.174375	0.137531	8.89238	0.0974046
0.093	0.606114	20.827	0.616492
0.342375	0.0614871	1.89097	0.0326978
0.426375	0.0509556	1.29197	0.0317984
0.258375	0.0801293	3.29108	0.0204879
0.177	0.131663	8.27146	0.0958408
0.095625	0.574867	25.6096	0.600657
0.345	0.0613582	1.90675	0.0121684
0.429	0.0519182	1.33183	0.0272163
0.261	0.0809138	3.3314	0.0177924
0.179625	0.126747	7.78209	0.0621507
0.09825	0.555589	26.4145	0.59327
0.347625	0.0610538	1.92844	0.00819962
0.431625	0.0501391	1.33663	-0.0320065
0.263625	0.0790347	3.15865	0.0349834
0.18225	0.127118	8.22566	0.0368811
0.100875	0.499369	34.7042	0.552156
0.35025	0.0611529	1.85233	0.0471102
0.43425	0.0503249	1.26898	0.0438501
0.26625	0.0769582	3.03158	0.0157458
0.184875	0.123954	7.66562	0.0601772
0.1035	0.473476	35.0123	0.538087
0.352875	0.0598653	1.81829	0.0326917
0.436875	0.0490476	1.22876	-0.000878935
0.268875	0.0772044	3.00854	0.0274185
0.1875	0.119833	6.89281	0.0738802
0.106125	0.450601	35.5606	0.516782
0.3555	0.0597596	1.8055	-0.00986307
0.4395	0.049312	1.25646	0.00593594
0.190125	0.117602	6.73202	0.0838778
0.10875	0.422103	35.9887	0.493611
0.2715	0.077536	2.98827	0.0365899
0.358125	0.0586093	1.71639	0.0145676
0.442125	0.0494133	1.26021	0.00718341
0.111375	0.395797	33.9841	0.473221
0.19275	0.115486	6.60394	0.0440923
0.274125	0.0752849	2.93111	0.0166697
0.36075	0.0579107	1.71858	0.00306238
0.195375	0.112752	6.22308	0.0491173
0.44475	0.0483462	1.22661	-0.019815
0.27675	0.0752556	2.83464	0.032462
0.363375	0.0586147	1.70203	0.0475061
0.447375	0.0484924	1.19645	0.00296334
0.279375	0.0735582	2.86132	-0.0223395
