p	(av_abs_m)	susceptibility	binder cumulant
0.03	0.844864	0.597043	0.664938
0.198	0.138577	6.26881	0.0890669
0.282	0.0880742	2.78385	0.0142726
0.114	0.423744	26.2937	0.486639
0.366	0.0705651	1.73617	0.0402566
0.032625	0.840966	0.666954	0.664725
0.200625	0.13342	5.96342	0.0718705
0.116625	0.392234	26.3559	0.448975
0.284625	0.0878323	2.7249	0.00991436
0.368625	0.0698253	1.67145	0.0326489
0.03525	0.836678	0.683737	0.664648
0.20325	0.131196	5.85682	0.0647266
0.28725	0.0860486	2.71358	0.00608965
0.11925	0.38124	25.1359	0.445238
0.37125	0.0697472	1.71585	0.00316833
0.037875	0.832204	0.719731	0.664536
0.289875	0.0870726	2.65005	0.0279398
0.121875	0.36046	24.3275	0.423353
0.205875	0.12914	5.62951	0.0589096
0.373875	0.0695955	1.65422	0.0631251
0.0405	0.827049	0.828422	0.664237
0.2925	0.0860672	2.56827	0.00443343
0.1245	0.346404	23.1271	0.409235
0.2085	0.128163	5.50591	0.0747403
0.3765	0.0671424	1.58214	0.0220798
0.043125	0.822285	0.982717	0.663833
0.127125	0.328538	22.2947	0.384501
0.295125	0.0865069	2.62733	0.0219336
0.211125	0.123301	5.14524	0.0530008
0.379125	0.0682694	1.5824	0.0658166
0.04575	0.816289	1.09725	0.663399
0.12975	0.309779	21.4579	0.359432
0.21375	0.12071	5.04027	0.0677774
0.29775	0.0850163	2.48172	0.0365643
0.38175	0.0680058	1.64668	0.0183869
0.048375	0.810939	1.1545	0.66321
0.132375	0.289061	20.3904	0.328022
0.216375	0.121435	5.0273	0.0753331
0.300375	0.0829133	2.41897	0.0116798
0.384375	0.0662618	1.55628	0.0124339
0.051	0.805271	1.3234	0.662703
0.135	0.277286	18.7216	0.318454
0.219	0.122116	4.97105	0.0802281
0.303	0.0830547	2.47077	-0.0127641
0.387	0.0656032	1.5996	-0.0425039
0.053625	0.799266	1.43885	0.662303
0.137625	0.266925	18.6096	0.290355
0.221625	0.117812	4.5367	0.0910241
0.305625	0.0825126	2.41451	0.00717737
0.389625	0.0652064	1.5325	-0.0108458
0.05625	0.793743	1.47879	0.662132
0.14025	0.256088	17.2299	0.283879
0.22425	0.117401	4.52129	0.092225
0.30825	0.0822266	2.42697	-0.03004
0.39225	0.0653267	1.46247	0.023718
0.058875	0.787515	1.83905	0.661324
0.142875	0.245952	16.5971	0.2483
0.226875	0.113688	4.42017	0.0393173
0.310875	0.0806541	2.2719	0.0188328
0.394875	0.0651219	1.49275	0.0161485
0.0615	0.780756	1.95692	0.660728
0.1455	0.234559	15.2627	0.234291
0.2295	0.11149	4.35603	0.0604933
0.3135	0.0791968	2.18819	0.00694289
0.3975	0.0648922	1.52171	-0.00454162
0.064125	0.773381	2.05012	0.660266
0.148125	0.226995	14.4936	0.235043
0.232125	0.110944	4.25894	0.0263094
0.06675	0.761665	3.56616	0.657391
0.400125	0.0647328	1.5074	0.00022717
0.316125	0.0794214	2.29402	-0.00745555
0.15075	0.215203	13.6394	0.196284
0.23475	0.108617	4.03213	0.06672
0.069375	0.751699	3.66805	0.656574
0.40275	0.0641146	1.47951	-0.00325336
0.31875	0.0797453	2.30552	-0.0066055
0.153375	0.208893	13.1287	0.189251
0.237375	0.107468	4.04192	0.0469022
0.072	0.746059	3.50174	0.655968
0.405375	0.0637504	1.38376	0.0312919
0.321375	0.0812998	2.3395	0.0200622
0.156	0.201874	12.2036	0.180047
0.074625	0.734569	4.52398	0.653595
0.24	0.107068	3.94279	0.074227
0.408	0.0627962	1.43056	-0.010906
0.324	0.0776256	2.10491	0.0398734
0.158625	0.193263	11.5065	0.163144
0.07725	0.722252	5.31073	0.651153
0.242625	0.106013	3.7942	0.0667274
0.410625	0.062311	1.41148	0.00855217
0.326625	0.0779654	2.12762	0.0196506
0.16125	0.188862	11.1813	0.159356
0.079875	0.71033	6.94412	0.647247
0.24525	0.102795	3.75125	0.00755978
0.32925	0.0767533	2.13339	0.00205001
0.41325	0.0629107	1.37043	0.00889304
0.163875	0.183592	10.5201	0.154015
0.0825	0.698876	7.36611	0.645037
0.247875	0.103955	3.74596	0.0351536
0.331875	0.0763699	2.0091	0.0413741
0.415875	0.0635763	1.43061	0.0231541
0.1665	0.178875	9.94824	0.151328
0.085125	0.681191	9.55842	0.639247
0.2505	0.102795	3.60614	0.0650392
0.3345	0.0750317	1.97981	0.0189788
0.4185	0.0613574	1.33656	-0.0180193
0.169125	0.174119	9.63778	0.128502
0.08775	0.664616	10.25	0.635243
0.253125	0.100189	3.51916	0.0538225
0.337125	0.0749536	1.92675	0.0525513
0.421125	0.0610573	1.30711	0.041627
0.17175	0.165114	8.83776	0.11456
0.090375	0.641631	14.0409	0.624419
0.25575	0.0983219	3.42525	0.0219178
0.42375	0.0614118	1.34402	0.0117375
0.33975	0.0735763	1.94109	0.0153164
0.174375	0.168142	9.23303	0.111159
0.093	0.622508	15.4011	0.616687
0.258375	0.0971808	3.42351	0.0260136
0.177	0.162614	8.4359	0.133734
0.426375	0.0609882	1.32415	0.00852554
0.342375	0.0746157	2.0049	-0.0078276
0.095625	0.601713	17.4852	0.607589
0.261	0.0963232	3.13397	0.0597771
0.179625	0.158468	8.11642	0.110929
0.429	0.0612064	1.27718	0.054059
0.345	0.0737619	1.88173	0.0491822
0.09825	0.58047	19.1379	0.597259
0.263625	0.0975744	3.27546	0.0334277
0.18225	0.153787	7.86776	0.101501
0.431625	0.0606419	1.28628	0.0184801
0.347625	0.0735962	1.88193	0.0187803
0.100875	0.547998	22.3277	0.577352
0.26625	0.0931885	3.08949	0.021814
0.184875	0.15014	7.4633	0.0926515
0.43425	0.0605542	1.31281	0.00662136
0.1035	0.524869	22.6696	0.568006
0.35025	0.0714086	1.78825	-0.00249885
0.268875	0.0947098	3.11865	0.0353569
0.1875	0.14542	7.03009	0.0872094
0.106125	0.50438	23.8029	0.551873
0.436875	0.0594003	1.25868	0.00932216
0.352875	0.0721056	1.80702	0.0243493
0.2715	0.0934816	2.92724	0.0513227
0.10875	0.475152	25.316	0.530355
0.190125	0.1417	6.81347	0.0806106
0.4395	0.060553	1.33897	-0.0144249
0.3555	0.0722624	1.86421	-0.00586019
0.274125	0.0926496	2.9449	0.0452414
0.111375	0.45046	25.3392	0.512437
0.19275	0.142276	6.87797	0.101297
0.442125	0.0599034	1.26832	0.0263358
0.358125	0.0719475	1.81913	0.0208351
0.27675	0.0896128	2.82276	0.0383437
0.195375	0.136867	6.37317	0.0699264
0.44475	0.0588205	1.28847	-0.0402934
0.36075	0.0700954	1.70408	0.0376458
0.279375	0.090839	2.74821	0.0673709
0.447375	0.0584749	1.18087	0.0269136
0.363375	0.0710906	1.76191	0.0390437
