p	(av_abs_m)	susceptibility	binder cumulant
0.01	0.0850667	0.871131	0.0137823
0.0119667	0.0865956	0.955226	-0.00642542
0.0139333	0.0847467	0.815375	0.110237
0.0159	0.0827556	0.937065	-0.113826
0.0178667	0.08208	0.774244	0.013124
0.0198333	0.0781867	0.742122	0.0385358
0.0218	0.0788978	0.801327	-0.102191
0.0237667	0.0813511	0.896763	-0.0309424
0.0257333	0.0821867	0.859191	-0.0070795
0.0277	0.0796267	0.930422	-0.131014
0.0296667	0.0837689	0.969355	-0.139692
0.0316333	0.0783289	0.722749	0.0420606
0.0336	0.0845156	0.791394	0.15376
0.0355667	0.0805156	0.838589	-0.00137859
0.0375333	0.0847644	0.931248	-0.0271054
0.0395	0.0827556	0.834167	0.0585222
0.0414667	0.0839111	0.895367	-0.0255376
0.0434333	0.0835022	0.779711	0.133151
0.0454	0.0838044	0.848903	0.0962853
0.0473667	0.0785067	0.776352	-0.0507274
0.0493333	0.0820978	0.806085	0.0409851
0.0513	0.0787378	0.789295	-0.0746304
0.0532667	0.0796267	0.845089	0.0333816
0.0552333	0.0784356	0.794934	0.00767537
0.0572	0.0828089	0.881958	-0.0104134
0.0591667	0.0818844	0.833085	0.0437894
0.0611333	0.0811378	0.845895	-0.01454
0.0631	0.0822222	0.78392	0.0863334
0.0650667	0.0772267	0.786785	0.00695216
0.0670333	0.08128	0.811258	0.092844
0.069	0.0804622	0.744307	0.0519322
0.0709667	0.0825778	0.858487	0.0128801
0.0729333	0.0782044	0.744412	0.0146568
0.0749	0.0805867	0.837434	-0.00299869
0.0768667	0.0752356	0.722893	0.0241012
0.0788333	0.0824178	0.76416	0.037594
0.0808	0.0809778	0.820158	0.0916228
0.0827667	0.0796089	0.83641	0.0339107
0.0847333	0.08096	0.819099	0.0496957
0.0867	0.0790578	0.797631	0.062739
0.0886667	0.0807822	0.802742	0.0328101
0.0906333	0.0771556	0.736206	0.044779
0.0926	0.0773333	0.801351	-0.0619867
0.0945667	0.0775111	0.793166	0.0528033
0.0965333	0.0803556	0.748736	0.0263638
0.0985	0.0737422	0.713145	-0.0149479
0.100467	0.0846222	0.852117	0.084086
0.102433	0.0772267	0.738429	0.0664537
0.1044	0.0815822	0.780486	0.120921
0.106367	0.0816889	0.847109	0.0223258
0.108333	0.0784356	0.815058	-0.0235369
0.1103	0.0806044	0.820291	-0.0290871
0.112267	0.0798044	0.830818	-0.016235
0.114233	0.0825067	0.869377	0.0187203
0.1162	0.0782578	0.871815	-0.134348
0.118167	0.0811378	0.803655	0.0411803
0.120133	0.0777778	0.789324	-0.102041
0.1221	0.0830578	0.832563	0.0652481
0.124067	0.0716267	0.752545	-0.0882066
0.126033	0.0776356	0.694031	0.0898043
0.128	0.0808356	0.85435	0.0371006
0.129967	0.08048	0.811148	0.0763399
0.131933	0.0816178	0.805491	0.089995
0.1339	0.0776178	0.832039	-0.0236267
0.135867	0.0775644	0.774879	0.0418887
0.137833	0.0802311	0.818441	0.05152
0.1398	0.0796444	0.828807	0.0140472
0.141767	0.0737067	0.698395	0.00316029
0.143733	0.0768356	0.645249	0.151444
0.1457	0.0796978	0.765099	0.00401615
0.147667	0.0822756	0.798373	0.0793835
0.149633	0.0768711	0.745282	-0.0289847
0.1516	0.0721422	0.705432	-0.0816724
0.153567	0.0748267	0.822956	-0.147006
0.155533	0.0748622	0.73415	0.0900619
0.1575	0.0766222	0.693717	0.0819277
0.159467	0.0787378	0.75253	0.0259683
0.161433	0.08	0.786098	0.0334088
0.1634	0.0773511	0.789781	0.0899176
0.165367	0.0844622	0.819591	0.0821988
0.167333	0.0763022	0.779679	-0.0948117
0.1693	0.0767467	0.793316	0.00860417
0.171267	0.0765867	0.772312	-0.108236
0.173233	0.0732622	0.709394	-0.110002
0.1752	0.07648	0.713194	0.10999
0.177167	0.07856	0.776316	0.0229361
0.179133	0.0770133	0.799806	-0.0129716
0.1811	0.0774933	0.773804	-0.0396556
0.183067	0.0785778	0.728825	0.0794988
0.185033	0.0753422	0.728879	0.0494512
0.187	0.0756978	0.713524	0.0425662
0.188967	0.0733156	0.696258	-0.0139812
0.190933	0.0798044	0.753449	0.0984109
0.1929	0.0716267	0.561967	0.122012
0.194867	0.07344	0.651046	0.0576362
0.196833	0.07632	0.667424	0.0549758
0.1988	0.0742222	0.696596	-0.00152461
0.200767	0.0752356	0.681079	0.0825766
0.202733	0.0769778	0.699136	0.100122
0.2047	0.0794844	0.76762	0.103633
0.206667	0.07824	0.710663	0.070218
0.208633	0.0744178	0.664029	0.050381
0.2106	0.0774933	0.883102	-0.11671
0.212567	0.0744533	0.715247	-0.0333929
0.214533	0.0704356	0.759826	-0.202249
0.2165	0.0734756	0.665373	0.0106353
0.218467	0.0744	0.655451	0.119584
0.220433	0.0728356	0.794246	-0.217056
0.2224	0.0771378	0.767117	-0.0279724
0.224367	0.0732444	0.645838	0.0103816
0.226333	0.0736711	0.641761	0.0419678
0.2283	0.0761067	0.619203	0.131017
0.230267	0.0790044	0.749324	0.0368485
0.232233	0.0721067	0.61599	0.0156617
0.2342	0.0721067	0.665626	-0.0130947
0.236167	0.0744533	0.596847	0.166148
0.238133	0.07168	0.627589	0.0477038
0.2401	0.0752533	0.708708	0.0379319
0.242067	0.0796444	0.766229	0.030349
0.244033	0.0728533	0.673059	0.0265363
0.246	0.0763733	0.712098	0.00483275
0.247967	0.0696711	0.727036	-0.153682
0.249933	0.0703822	0.625623	-0.0349671
0.2519	0.0705067	0.655527	-0.000430479
0.253867	0.0702044	0.762162	-0.290294
0.255833	0.0726756	0.730578	-0.0905788
0.2578	0.0676978	0.64609	-0.152205
0.259767	0.0726044	0.655107	0.0165393
0.261733	0.0727111	0.632917	0.0590123
0.2637	0.0703111	0.675163	0.0030982
0.265667	0.0691022	0.604923	-0.0792164
0.267633	0.0743467	0.744489	-0.0295329
0.2696	0.0714133	0.655659	-0.0302679
0.271567	0.0717511	0.612566	0.0919175
0.273533	0.0703644	0.629741	0.0828966
0.2755	0.07152	0.637011	0.0533801
0.277467	0.0728356	0.653233	0.0331003
0.279433	0.0736889	0.761349	-0.077429
0.2814	0.0729244	0.604949	0.124864
0.283367	0.0713067	0.632418	0.00701771
0.285333	0.0646044	0.495541	0.0541267
0.2873	0.0690311	0.619862	0.00463416
0.289267	0.0727467	0.667167	0.0286418
0.291233	0.0701511	0.594744	0.122417
0.2932	0.0757867	0.702246	-0.0127751
