p	(av_abs_m)	susceptibility	binder cumulant
0.03	0.741138	3.96058	0.65524
0.114	0.208728	13.0107	0.201281
0.282	0.0812307	2.28377	0.02879
0.198	0.110771	4.24266	0.0526806
0.366	0.0653798	1.46702	0.0434156
0.032625	0.735096	4.23986	0.653988
0.116625	0.2041	12.6651	0.181162
0.284625	0.0807149	2.2013	0.0652207
0.368625	0.0650394	1.47314	0.0338579
0.200625	0.106373	3.9576	0.0319397
0.11925	0.194433	11.4351	0.180486
0.03525	0.719811	5.96429	0.650074
0.28725	0.0791648	2.1854	0.0427874
0.37125	0.06448	1.462	0.0168289
0.20325	0.105122	3.87212	0.0318872
0.121875	0.188559	11.1932	0.149524
0.289875	0.0778138	2.09431	0.0215982
0.037875	0.709462	6.42298	0.647876
0.373875	0.0641082	1.49501	-0.015777
0.205875	0.105958	3.98316	0.0180595
0.1245	0.184054	10.6615	0.141058
0.0405	0.690431	8.49461	0.642305
0.2925	0.078768	2.14616	0.0407493
0.3765	0.0645574	1.45488	0.0228101
0.2085	0.102903	3.7333	0.0228751
0.127125	0.183428	10.2926	0.160884
0.043125	0.673599	10.2584	0.63673
0.295125	0.0777043	2.08645	0.0449951
0.379125	0.0658426	1.45419	0.0555039
0.211125	0.10524	3.6896	0.0689546
0.12975	0.174562	9.62005	0.140562
0.04575	0.656424	12.1784	0.630269
0.29775	0.0757536	2.07695	0.00812774
0.38175	0.0636531	1.39958	0.0294367
0.21375	0.101166	3.54674	0.0441943
0.132375	0.170034	9.31287	0.143389
0.048375	0.647189	11.8625	0.629213
0.300375	0.0756858	2.10967	-0.00271371
0.384375	0.0632678	1.439	0.00530648
0.216375	0.101693	3.38248	0.0975431
0.135	0.167727	9.0353	0.132528
0.051	0.622244	14.8007	0.618168
0.303	0.07616	2.05538	0.0183597
0.387	0.0632858	1.41249	-0.00523654
0.219	0.099721	3.45063	0.037186
0.137625	0.165428	8.99621	0.10998
0.053625	0.60497	16.2933	0.611335
0.305625	0.0759757	1.95221	0.0417989
0.389625	0.0624352	1.39167	0.0125336
0.221625	0.0968883	3.37751	0.0100604
0.05625	0.581921	17.8974	0.599653
0.14025	0.160918	8.23736	0.147605
0.30825	0.0747181	1.93713	0.0336858
0.39225	0.0621869	1.3549	0.0345764
0.22425	0.100371	3.40309	0.0765618
0.058875	0.552512	21.0596	0.582492
0.142875	0.15545	7.84337	0.121107
0.310875	0.0756608	2.0016	0.0174941
0.394875	0.0617773	1.32223	0.0144728
0.226875	0.0972947	3.19348	0.0501062
0.0615	0.539322	21.3487	0.575782
0.1455	0.153425	7.39991	0.129505
0.3135	0.0750234	1.95322	0.0290046
0.3975	0.0623546	1.31776	0.0536239
0.2295	0.0951859	3.20985	0.0137251
0.148125	0.148917	7.47321	0.0859644
0.064125	0.515553	22.8789	0.560615
0.316125	0.0725645	1.87205	-0.0204375
0.400125	0.061696	1.37076	0.00991668
0.232125	0.0959885	3.16666	0.0465486
0.06675	0.478712	25.848	0.531487
0.15075	0.144918	7.13107	0.0759154
0.31875	0.0719834	1.84004	0.0225651
0.40275	0.0607392	1.28118	0.0433853
0.23475	0.0924525	3.01921	0.0184307
0.069375	0.455178	25.607	0.514877
0.153375	0.145353	6.97731	0.0927588
0.321375	0.0738957	1.91092	0.0198282
0.405375	0.0633107	1.34331	0.0631706
0.237375	0.0946502	3.0743	0.0577904
0.072	0.43612	25.7577	0.498414
0.156	0.138818	6.53671	0.0804106
0.324	0.0729037	1.90263	0.0015076
0.24	0.0933632	3.03011	0.0300517
0.408	0.0610317	1.28653	0.0439895
0.158625	0.136779	6.33944	0.0714424
0.074625	0.424319	24.6787	0.49501
0.326625	0.0720499	1.84479	-0.00951509
0.242625	0.0924275	2.91452	0.044614
0.410625	0.0611584	1.28875	0.0406604
0.16125	0.13388	5.91509	0.092013
0.07725	0.39588	25.2562	0.460087
0.32925	0.0722458	1.82065	0.0276241
0.24525	0.0920109	2.91194	0.0204107
0.41325	0.0598157	1.25833	0.0174957
0.079875	0.366013	24.5288	0.422844
0.163875	0.133266	5.80894	0.0925807
0.331875	0.0706656	1.75956	0.0294774
0.247875	0.0902176	2.91462	0.0238736
0.415875	0.0596346	1.22231	0.0474964
0.1665	0.129288	5.96735	0.0365812
0.0825	0.351023	23.6011	0.412132
0.3345	0.0702163	1.75352	-0.00182583
0.2505	0.0885587	2.75197	0.0361684
0.4185	0.0602547	1.28346	0.0198976
0.085125	0.329564	22.7957	0.381331
0.169125	0.129304	5.64326	0.0773928
0.253125	0.0870112	2.63929	0.0261188
0.337125	0.0697798	1.72211	0.0201393
0.421125	0.0600902	1.26772	0.0252068
